Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2019-09-01;1;15113,763;9401,725;-6,625;0,000;5523,450;24,075;173,938
2019-09-01;2;14491,500;8945,675;-31,938;0,000;5428,688;-23,213;174,488
2019-09-01;3;14144,225;8778,025;-167,625;0,000;5327,375;32,013;174,050
2019-09-01;4;13841,338;8931,600;-525,675;0,000;5249,200;14,763;174,600
2019-09-01;5;13696,413;9019,663;-644,163;0,000;5182,600;-31,650;174,575
2019-09-01;6;13472,475;8914,750;-727,925;0,000;5139,300;-20,150;171,575
2019-09-01;7;13500,575;8710,300;-542,613;0,000;5199,663;-31,813;172,475
2019-09-01;8;14265,163;9096,388;-207,200;0,000;4934,875;160,063;282,450
2019-09-01;9;15188,663;9801,838;5,550;0,000;4368,163;433,988;597,525
2019-09-01;10;15963,775;9369,825;5,625;0,000;4199,325;1216,600;1191,688
2019-09-01;11;16500,625;9855,175;-6,463;0,000;4309,800;1151,875;1189,888
2019-09-01;12;16751,075;10055,375;11,538;0,000;4406,025;1114,788;1179,088
2019-09-01;13;16840,438;10234,775;14,038;0,000;4405,725;1002,375;1206,150
2019-09-01;14;16835,725;10371,150;-3,775;0,000;4447,188;788,088;1242,238
2019-09-01;15;16622,763;10184,725;-5,963;0,000;4423,250;771,000;1252,875
2019-09-01;16;16528,775;10049,875;-6,425;0,000;4391,600;844,375;1251,913
2019-09-01;17;16516,575;10277,425;-6,288;0,000;4204,088;788,775;1252,100
2019-09-01;18;16568,563;10591,025;-6,225;0,000;3968,925;763,238;1251,088
2019-09-01;19;16746,125;10644,825;-6,125;0,000;4003,325;853,788;1250,688
2019-09-01;20;17615,875;11099,925;46,713;0,000;4395,588;874,875;1253,763
2019-09-01;21;18625,800;11569,463;77,463;0,000;4892,075;917,338;1252,438
2019-09-01;22;17648,913;10585,900;214,500;0,000;4947,638;869,950;1255,663
2019-09-01;23;16728,563;9637,000;103,825;0,000;4947,388;922,313;1236,138
2019-09-01;24;15565,988;8972,613;-62,175;0,000;4972,675;667,750;1024,600
2019-09-02;1;14661,388;9422,913;-165,563;0,000;4799,463;288,088;319,775
2019-09-02;2;14380,813;10069,325;-413,738;0,000;4545,900;12,225;173,000
2019-09-02;3;14219,150;10190,800;-437,138;0,000;4397,150;-101,425;172,563
2019-09-02;4;14331,175;10270,263;-603,900;0,000;4466,200;29,150;174,213
2019-09-02;5;14690,575;10597,350;-603,038;0,000;4459,113;72,388;173,138
2019-09-02;6;15272,675;10800,563;-534,950;0,000;4445,388;181,413;385,150
2019-09-02;7;17730,825;12369,688;12,350;0,000;4449,488;418,200;526,188
