Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2019-10-01;1;16580,300;8853,438;-756,038;0,000;8216,438;44,575;227,675
2019-10-01;2;16156,688;9026,875;-992,888;0,000;8075,713;-182,275;229,713
2019-10-01;3;15837,975;9051,325;-990,588;0,000;7686,138;-132,738;228,075
2019-10-01;4;15865,288;9518,788;-987,788;0,000;7227,738;-113,563;228,175
2019-10-01;5;16123,600;10125,363;-982,738;0,000;6871,775;-131,538;239,125
2019-10-01;6;16901,000;10455,775;-761,438;0,000;6643,813;118,600;458,313
2019-10-01;7;19239,288;11823,950;-69,800;0,000;6604,850;77,925;799,825
2019-10-01;8;20903,838;12772,613;-6,038;0,000;6653,863;377,325;1099,338
2019-10-01;9;21810,425;13292,875;-6,525;0,000;6473,175;766,663;1282,938
2019-10-01;10;21945,438;13447,538;-4,200;0,000;6371,538;839,813;1302,950
2019-10-01;11;21765,538;13163,700;17,325;0,000;6345,825;968,275;1298,875
2019-10-01;12;21987,900;13301,013;20,950;0,000;6419,050;969,500;1307,725
2019-10-01;13;21944,425;13369,963;118,375;0,000;6331,288;943,638;1307,763
2019-10-01;14;21934,338;13374,275;257,800;0,000;6374,688;876,750;1307,125
2019-10-01;15;21611,438;13074,063;2,538;0,000;6383,100;853,600;1306,300
2019-10-01;16;21679,013;12935,250;-7,425;0,000;6566,200;870,863;1305,150
2019-10-01;17;21463,363;12619,625;-7,338;0,000;6825,188;725,250;1305,913
2019-10-01;18;21394,688;12813,725;66,600;0,000;6885,713;426,213;1283,963
2019-10-01;19;22191,113;13234,600;347,738;0,000;7129,600;800,638;1034,475
2019-10-01;20;23240,038;13988,413;703,325;0,000;7319,675;668,900;1272,613
2019-10-01;21;22622,188;12797,188;693,825;0,000;7347,363;1234,138;1256,450
2019-10-01;22;20979,300;11405,200;435,650;0,000;6991,325;1342,250;1253,338
2019-10-01;23;19216,125;9890,388;50,675;0,000;6647,663;1383,863;1309,250
2019-10-01;24;17965,675;9399,788;-354,813;0,000;6576,175;1082,763;1274,563
2019-10-02;1;17130,363;9957,100;-362,475;0,000;6475,838;514,450;551,550
2019-10-02;2;16495,825;10193,275;-351,363;0,000;6078,638;198,975;386,300
