Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2019-08-01;1;16100,800;10746,463;-224,250;0,000;3531,175;821,638;1236,613
2019-08-01;2;15509,888;10740,225;-563,188;0,000;3372,663;764,825;1198,750
2019-08-01;3;15290,500;10989,775;-776,788;0,000;3271,813;719,638;1091,038
2019-08-01;4;15214,413;11065,138;-775,750;0,000;3167,800;689,913;1075,550
2019-08-01;5;15144,000;11135,275;-773,463;0,000;3090,400;623,975;1077,213
2019-08-01;6;15195,400;10828,663;-746,813;0,000;3121,963;787,475;1218,188
2019-08-01;7;17240,963;12358,750;-75,863;0,000;3191,125;793,688;982,363
2019-08-01;8;19234,375;14021,588;-4,463;0,000;3262,813;811,775;1145,000
2019-08-01;9;20388,400;15040,413;22,150;0,000;3281,800;1033,975;1034,275
2019-08-01;10;20927,575;15519,375;26,625;0,000;3314,113;1030,188;1068,513
2019-08-01;11;21081,775;15615,425;26,963;0,000;3346,225;1046,925;1078,150
2019-08-01;12;21485,500;15892,750;26,463;0,000;3445,363;976,275;1171,500
2019-08-01;13;21641,550;15979,813;44,350;0,000;3507,675;1011,838;1151,775
2019-08-01;14;21563,175;15921,788;46,450;0,000;3544,225;951,038;1155,825
2019-08-01;15;21184,500;15580,875;2,675;0,000;3499,050;979,775;1127,200
2019-08-01;16;20892,588;15298,838;-2,963;0,000;3511,538;932,075;1155,000
2019-08-01;17;20641,325;15190,225;192,475;0,000;3478,275;953,113;1017,000
2019-08-01;18;20320,975;15208,250;384,300;0,000;3533,900;939,588;646,888
2019-08-01;19;20077,825;14974,488;10,825;0,000;3493,213;1064,350;553,250
2019-08-01;20;20126,925;15057,050;-6,088;0,000;3401,550;1047,100;638,413
2019-08-01;21;20463,300;15395,463;11,263;0,000;3443,788;993,313;641,413
2019-08-01;22;20174,850;15180,350;-4,213;0,000;3449,725;925,538;640,800
2019-08-01;23;18849,550;13730,838;-6,325;0,000;3388,100;1095,025;650,450
2019-08-01;24;17403,325;12424,088;-7,313;0,000;3256,338;1080,100;654,838
2019-08-02;1;16121,988;11522,975;-7,300;0,000;3208,475;769,000;636,913
2019-08-02;2;15529,275;11212,000;-6,513;0,000;3207,288;624,850;496,100
2019-08-02;3;15188,575;11162,763;-6,575;0,000;3193,488;521,038;320,550
2019-08-02;4;15159,025;11246,338;-9,600;0,000;3173,925;495,725;260,125
2019-08-02;5;15241,588;11483,600;-139,825;0,000;3185,713;483,313;235,338
2019-08-02;6;15263,475;11168,375;-501,125;0,000;3204,788;812,438;590,063
2019-08-02;7;17205,563;12664,063;-73,363;0,000;3284,438;845,200;491,000
2019-08-02;8;19083,088;14133,425;-6,450;0,000;3342,875;1008,650;611,738
2019-08-02;9;20228,613;15170,838;-6,500;0,000;3389,725;1042,538;640,150
2019-08-02;10;20764,100;15677,150;-6,513;0,000;3452,463;1010,038;643,975
2019-08-02;11;20864,900;15777,563;46,688;0,000;3501,088;952,175;642,750
