Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2020-04-01;1;16613,113;8842,788;134,913;0,000;7142,500;203,050;436,100
2020-04-01;2;15960,225;8524,863;-130,113;0,000;7420,838;-90,725;238,238
2020-04-01;3;15747,813;8042,450;-351,988;0,000;7802,213;21,625;238,125
2020-04-01;4;15630,850;7921,838;-546,613;0,000;8055,075;-18,838;225,763
2020-04-01;5;15743,775;7951,838;-545,300;0,000;8140,663;-29,800;226,975
2020-04-01;6;16278,738;8342,800;-517,975;0,000;8200,238;17,713;236,300
2020-04-01;7;17561,225;8742,525;-96,500;0,000;8426,288;-19,325;510,175
2020-04-01;8;19208,150;9797,625;-6,263;0,000;8407,238;240,513;763,913
2020-04-01;9;20070,838;10304,350;210,600;0,000;8066,775;657,375;1052,000
2020-04-01;10;20198,363;10373,638;303,563;0,000;8085,513;434,338;1318,513
2020-04-01;11;20079,650;9011,750;49,338;0,000;8327,088;1412,713;1340,925
2020-04-01;12;20220,213;8872,900;16,725;0,000;8495,938;1510,350;1339,688
2020-04-01;13;20094,025;8909,838;-0,925;0,000;8401,075;1445,425;1339,000
2020-04-01;14;20012,538;8973,225;-3,550;0,000;8259,913;1444,700;1340,338
2020-04-01;15;19579,938;8655,050;-3,650;0,000;8182,738;1398,400;1342,238
2020-04-01;16;19351,075;8602,663;-3,700;0,000;8208,513;1281,150;1264,750
2020-04-01;17;19045,700;8493,100;-3,675;0,000;7991,150;1295,813;1261,838
2020-04-01;18;19185,500;8683,875;-3,800;0,000;7855,888;1352,438;1289,263
2020-04-01;19;19423,325;9278,038;250,150;0,000;7634,550;1166,925;1340,213
2020-04-01;20;20464,888;10411,400;357,188;0,000;7783,775;942,113;1326,888
2020-04-01;21;20936,475;11132,038;335,488;0,000;8053,700;718,863;1043,600
2020-04-01;22;19849,625;10287,738;200,738;0,000;8313,113;643,213;622,225
2020-04-01;23;18626,638;9512,250;134,200;0,000;8318,100;320,125;493,600
2020-04-01;24;17504,313;8947,863;-10,063;0,000;8346,638;-162,313;389,663
2020-04-02;1;16476,750;8121,463;-10,550;0,000;8360,150;-299,288;310,800
2020-04-02;2;15892,663;7842,750;-120,325;0,000;8176,675;-423,638;416,625
2020-04-02;3;15488,100;7842,413;-466,100;0,000;8133,313;-453,338;432,050
2020-04-02;4;15335,425;7899,625;-539,763;0,000;8125,513;-578,050;431,163
2020-04-02;5;15568,638;8051,100;-621,588;0,000;8051,150;-334,100;424,613
2020-04-02;6;16096,875;8418,013;-449,988;0,000;8040,838;-205,513;295,100
2020-04-02;7;17421,500;8878,200;-115,350;0,000;8047,288;141,025;473,138
2020-04-02;8;18990,188;9918,613;-6,638;0,000;7886,250;492,013;698,825
2020-04-02;9;19932,475;10532,250;103,188;0,000;7693,550;800,500;915,663
2020-04-02;10;20400,575;10944,163;322,550;0,000;7671,388;781,350;1017,963
2020-04-02;11;20340,925;10892,775;285,725;0,000;7687,938;749,763;1025,500
2020-04-02;12;20413,463;10725,425;266,825;0,000;7928,838;738,038;1026,563
2020-04-02;13;20198,100;9649,250;64,850;0,000;8192,900;1069,150;1290,563
2020-04-02;14;20052,025;9575,163;242,788;0,000;8094,025;1067,600;1325,725
2020-04-02;15;19663,588;9174,963;212,175;0,000;8136,050;1044,813;1321,263
2020-04-02;16;19351,775;9142,750;217,025;0,000;8057,413;936,625;1232,463
2020-04-02;17;19109,638;9224,388;303,213;0,000;8031,025;734,813;1127,325
2020-04-02;18;19043,600;9433,625;495,363;0,000;7827,675;744,100;1044,063
2020-04-02;19;19317,813;9504,050;500,388;0,000;7573,563;928,200;1312,988
2020-04-02;20;20352,988;10208,713;426,700;0,000;7783,300;1155,763;1205,300
2020-04-02;21;20863,163;10952,763;351,775;0,000;8085,925;689,950;1142,788
2020-04-02;22;19653,650;9812,463;208,700;0,000;8308,163;652,150;892,325
2020-04-02;23;18503,650;9070,013;51,125;0,000;8476,650;331,313;637,838
2020-04-02;24;17384,038;8323,300;-5,725;0,000;8803,950;-159,450;428,388
2020-04-03;1;16444,475;7316,875;-136,063;0,000;9117,750;-225,913;379,775
