Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20190101;1;200,00;200,00;200,00;281,07;281,07
20190101;2;70,02;70,02;70,02;1060,42;1060,42
20190101;3;65,00;65,00;65,00;1777,59;1777,59
20190101;4;60,00;60,00;60,00;2396,19;2396,19
20190101;5;60,00;60,00;60,00;2659,28;2659,28
20190101;6;60,00;60,00;60,00;2677,09;2677,09
20190101;7;60,00;60,00;60,00;2912,67;2912,67
20190101;8;55,00;55,00;55,00;3075,29;3075,29
20190101;9;55,00;55,00;55,00;3200,11;3200,11
20190101;10;60,00;60,00;60,00;2346,80;2366,80
20190101;11;70,00;70,00;70,00;1705,61;1725,61
20190101;12;70,01;70,01;70,01;1122,19;1122,19
20190101;13;186,36;186,36;186,36;693,36;693,36
20190101;14;197,80;197,80;197,80;507,60;507,60
20190101;15;200,00;200,00;200,00;331,32;331,32
20190101;16;197,80;197,80;197,80;481,62;481,62
20190101;17;200,00;200,00;200,00;221,66;241,66
20190101;18;200,00;200,00;200,00;306,55;386,55
20190101;19;200,00;200,00;200,00;212,32;260,32
20190101;20;200,00;200,00;200,00;212,57;232,57
20190101;21;200,00;200,00;200,00;353,76;353,76
20190101;22;200,00;200,00;200,00;332,69;332,69
20190101;23;186,36;186,36;186,36;686,27;686,27
20190101;24;70,00;70,00;70,00;1477,15;1477,15
20190102;1;35,00;35,00;35,00;2362,45;2362,45
20190102;2;31,00;31,00;31,00;2760,94;2760,94
20190102;3;31,00;31,00;31,00;2899,69;2899,69
20190102;4;31,00;31,00;31,00;2737,84;2737,84
20190102;5;31,00;31,00;31,00;2358,26;2358,26
20190102;6;70,00;70,00;70,00;1354,41;1354,41
20190102;7;234,00;234,00;234,00;92,03;92,03
20190102;8;279,38;279,38;279,38;-10,29;-10,29
20190102;9;285,76;285,76;285,76;-114,41;-114,41
20190102;10;303,51;303,51;303,51;-359,06;-339,06
20190102;11;285,92;285,92;285,92;-322,84;-302,84
20190102;12;294,18;294,18;294,18;-288,00;-288,00
20190102;13;295,46;295,46;295,46;-292,26;-292,26
20190102;14;304,78;304,78;304,78;-301,64;-288,64
20190102;15;295,09;295,09;295,09;-79,08;-66,08
20190102;16;303,89;303,89;303,89;-274,04;-241,04
20190102;17;309,27;309,27;309,27;-307,21;-274,21
20190102;18;299,37;299,37;299,37;-72,73;20,27
20190102;19;290,22;290,22;290,22;47,10;80,11
20190102;20;289,08;289,08;289,08;57,18;90,18
20190102;21;286,38;286,38;286,38;18,86;51,86
20190102;22;285,76;285,76;285,76;17,12;30,12
20190102;23;265,93;265,93;265,93;71,24;77,79
20190102;24;213,52;213,52;213,52;652,95;652,95
20190103;1;200,00;200,00;200,00;897,97;897,97
20190103;2;199,49;199,49;199,49;1038,04;1038,04
20190103;3;200,00;200,00;200,00;899,78;899,78
20190103;4;195,29;195,29;195,29;891,58;891,58
20190103;5;200,00;200,00;200,00;766,28;766,28
20190103;6;202,85;202,85;202,85;740,69;740,69
20190103;7;259,90;259,90;259,90;233,78;233,78
20190103;8;269,01;269,01;269,01;-15,80;-15,80
20190103;9;285,76;285,76;285,76;-213,54;-213,54
20190103;10;285,76;285,76;285,76;-543,95;-523,95
20190103;11;290,91;290,91;290,91;-604,63;-584,63
20190103;12;285,76;285,76;285,76;-458,35;-438,35
20190103;13;275,27;275,27;275,27;35,98;35,98
20190103;14;279,52;279,52;279,52;52,81;52,81
20190103;15;285,76;285,76;285,76;-194,67;-194,67
20190103;16;291,10;291,10;291,10;-147,63;-147,63
20190103;17;294,92;294,92;294,92;-15,23;4,76
20190103;18;301,24;301,24;301,24;-56,23;23,77
20190103;19;286,51;286,51;286,51;-106,59;-58,59
20190103;20;279,30;279,30;279,30;276,63;296,63
20190103;21;268,45;268,45;268,45;109,26;129,26
20190103;22;267,59;267,59;267,59;56,97;56,97
20190103;23;272,16;272,16;272,16;115,20;115,20
20190103;24;259,88;259,88;259,88;-34,66;-34,66
20190104;1;237,32;237,32;237,32;360,30;360,30
20190104;2;237,46;237,46;237,46;358,34;358,34
20190104;3;233,70;233,70;233,70;444,92;444,92
20190104;4;232,89;232,89;232,89;538,62;538,62
20190104;5;224,83;224,83;224,83;762,94;762,94
20190104;6;224,95;224,95;224,95;779,51;779,51
20190104;7;257,44;257,44;257,44;406,16;406,16
20190104;8;299,37;299,37;299,37;34,96;34,96
20190104;9;313,70;313,70;313,70;-23,54;-3,54
