Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20190401;1;178,72;178,72;178,72;1235,26;1235,26
20190401;2;178,84;178,84;178,84;1116,68;1116,68
20190401;3;187,43;187,43;187,43;1108,59;1108,59
20190401;4;187,67;187,67;187,67;924,38;924,38
20190401;5;187,67;187,67;187,67;882,38;882,38
20190401;6;187,79;187,79;187,79;873,20;873,20
20190401;7;242,84;242,84;242,84;231,74;254,74
20190401;8;281,32;281,32;281,32;383,81;383,81
20190401;9;281,32;281,32;281,32;278,75;308,75
20190401;10;281,32;281,32;281,32;229,02;321,02
20190401;11;248,93;248,93;248,93;431,97;559,97
20190401;12;243,08;243,08;243,08;593,11;718,11
20190401;13;214,00;214,00;214,00;906,97;951,97
20190401;14;208,89;208,89;208,89;994,07;1025,07
20190401;15;205,89;205,89;205,89;1123,20;1158,20
20190401;16;194,43;194,43;194,43;1111,55;1111,55
20190401;17;194,31;194,31;194,31;1288,59;1288,59
20190401;18;194,19;194,19;194,19;1204,69;1264,69
20190401;19;187,91;187,91;187,91;1206,72;1296,72
20190401;20;207,89;207,89;207,89;867,66;877,66
20190401;21;207,89;207,89;207,89;963,20;1033,20
20190401;22;187,55;187,55;187,55;1441,37;1481,37
20190401;23;178,60;178,60;178,60;1770,08;1813,08
20190401;24;178,60;178,60;178,60;1551,30;1551,30
20190402;1;179,92;179,92;179,92;1755,85;1755,85
20190402;2;180,04;180,04;180,04;1626,16;1626,16
20190402;3;179,68;179,68;179,68;1738,36;1758,36
20190402;4;179,56;179,56;179,56;1847,39;1847,39
20190402;5;179,80;179,80;179,80;1634,50;1634,50
20190402;6;180,16;180,16;180,16;1532,65;1532,65
20190402;7;189,03;189,03;189,03;1043,52;1043,52
20190402;8;189,15;189,15;189,15;852,40;852,40
20190402;9;287,38;287,38;287,38;230,38;230,38
20190402;10;281,38;281,38;281,38;552,46;592,46
20190402;11;189,15;189,15;189,15;1300,53;1400,53
20190402;12;189,15;189,15;189,15;1184,73;1244,73
20190402;13;189,15;189,15;189,15;1153,39;1153,39
20190402;14;189,03;189,03;189,03;1265,74;1265,74
20190402;15;180,28;180,28;180,28;1400,34;1400,34
