Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20200501;1;179,00;179,00;179,00;424,40;368,59
20200501;2;180,00;180,00;180,00;250,67;238,90
20200501;3;172,95;172,95;172,95;477,13;647,60
20200501;4;145,69;145,69;145,69;961,82;1058,37
20200501;5;145,69;145,69;145,69;1158,19;1168,13
20200501;6;145,69;145,69;145,69;1138,54;1151,14
20200501;7;145,69;145,69;145,69;1166,11;1148,58
20200501;8;160,06;160,06;160,06;892,38;839,78
20200501;9;160,06;160,06;160,06;760,57;715,57
20200501;10;172,95;172,95;172,95;685,31;676,62
20200501;11;179,00;179,00;179,00;648,23;686,79
20200501;12;180,24;180,24;180,24;361,81;423,16
20200501;13;215,45;215,45;215,45;230,08;313,95
20200501;14;218,23;218,23;218,23;56,82;215,35
20200501;15;215,46;215,46;215,46;195,54;234,71
20200501;16;180,24;180,24;180,24;380,52;415,42
20200501;17;180,00;180,00;180,00;524,66;572,36
20200501;18;180,00;180,00;180,00;464,48;562,82
20200501;19;180,24;180,24;180,24;261,38;333,67
20200501;20;180,24;180,24;180,24;283,55;412,90
20200501;21;180,12;180,12;180,12;390,86;660,08
20200501;22;160,06;160,06;160,06;753,05;778,96
20200501;23;160,06;160,06;160,06;773,73;600,02
20200501;24;179,00;179,00;179,00;544,20;438,59
20200502;1;145,69;145,69;145,69;1105,28;1064,70
20200502;2;145,69;145,69;145,69;859,66;898,14
20200502;3;160,06;160,06;160,06;654,38;667,71
20200502;4;145,70;145,70;145,70;705,91;696,17
20200502;5;160,06;160,06;160,06;670,80;662,32
20200502;6;145,69;145,69;145,69;990,43;992,34
20200502;7;145,69;145,69;145,69;1065,31;874,13
20200502;8;145,69;145,69;145,69;916,59;938,85
20200502;9;145,69;145,69;145,69;1111,64;1137,32
20200502;10;77,24;77,24;77,24;1271,52;1353,52
20200502;11;145,69;145,69;145,69;1002,31;1010,03
20200502;12;145,69;145,69;145,69;899,00;978,86
20200502;13;145,70;145,70;145,70;715,36;802,75
20200502;14;160,06;160,06;160,06;488,02;669,04
20200502;15;160,06;160,06;160,06;514,80;674,05
20200502;16;145,69;145,69;145,69;604,27;825,56
20200502;17;145,69;145,69;145,69;802,13;946,24
20200502;18;145,69;145,69;145,69;779,00;825,31
20200502;19;160,07;160,07;160,07;690,64;692,48
20200502;20;177,25;177,25;177,25;425,88;667,43
20200502;21;178,00;178,00;178,00;266,98;475,51
20200502;22;160,06;160,06;160,06;604,10;707,37
20200502;23;145,70;145,70;145,70;776,15;755,77
20200502;24;160,06;160,06;160,06;606,61;544,66
20200503;1;144,70;144,70;144,70;582,34;351,03
20200503;2;144,70;144,70;144,70;476,82;413,23
20200503;3;144,70;144,70;144,70;660,99;550,42
20200503;4;75,00;75,00;75,00;700,68;660,36
20200503;5;73,32;73,32;73,32;969,40;935,04
20200503;6;72,84;72,84;72,84;1037,51;1123,39
20200503;7;72,96;72,96;72,96;968,77;829,19
20200503;8;144,70;144,70;144,70;567,46;384,26
20200503;9;144,70;144,70;144,70;577,31;372,31
20200503;10;158,86;158,86;158,86;326,00;165,97
20200503;11;158,86;158,86;158,86;6,94;138,15
20200503;12;144,71;144,71;144,71;183,98;224,32
20200503;13;158,86;158,86;158,86;138,20;160,26
20200503;14;144,70;144,70;144,70;437,66;552,72
20200503;15;158,86;158,86;158,86;253,37;326,88
20200503;16;144,70;144,70;144,70;389,17;417,99
20200503;17;144,71;144,71;144,71;132,54;302,29
20200503;18;158,86;158,86;158,86;252,67;419,75
20200503;19;158,86;158,86;158,86;308,36;507,79
20200503;20;158,86;158,86;158,86;257,78;502,37
20200503;21;158,86;158,86;158,86;308,87;579,17
20200503;22;158,86;158,86;158,86;134,55;266,86
