Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20190601;1;223,00;223,00;223,00;1287,31;1287,31
20190601;2;256,42;256,42;256,42;1047,22;1047,22
20190601;3;256,42;256,42;256,42;981,33;981,33
20190601;4;236,30;236,30;236,30;1064,52;1064,52
20190601;5;236,30;236,30;236,30;1082,44;1082,44
20190601;6;256,42;256,42;256,42;906,98;906,98
20190601;7;256,42;256,42;256,42;1021,91;1021,91
20190601;8;272,52;272,52;272,52;972,34;972,34
20190601;9;272,52;272,52;272,52;768,05;848,05
20190601;10;286,65;286,65;286,65;557,37;687,37
20190601;11;286,66;286,66;286,66;544,80;674,80
20190601;12;273,57;273,57;273,57;598,37;728,37
20190601;13;273,54;273,54;273,54;570,82;630,82
20190601;14;272,55;272,55;272,55;725,92;725,92
20190601;15;273,54;273,54;273,54;706,66;706,66
20190601;16;273,54;273,54;273,54;670,02;670,02
20190601;17;273,57;273,57;273,57;608,31;608,31
20190601;18;273,54;273,54;273,54;687,15;687,15
20190601;19;273,54;273,54;273,54;624,46;664,46
20190601;20;273,57;273,57;273,57;743,71;813,71
20190601;21;273,57;273,57;273,57;752,01;882,01
20190601;22;284,91;284,91;284,91;673,66;753,66
20190601;23;273,54;273,54;273,54;898,55;898,55
20190601;24;236,30;236,30;236,30;1040,96;1040,96
20190602;1;193,91;193,91;193,91;1339,79;1340,79
20190602;2;193,91;193,91;193,91;1260,25;1260,25
20190602;3;235,20;235,20;235,20;1084,33;1084,33
20190602;4;254,22;254,22;254,22;1018,89;1018,89
20190602;5;254,22;254,22;254,22;944,85;944,85
20190602;6;235,20;235,20;235,20;1026,43;1026,43
20190602;7;235,20;235,20;235,20;1026,84;1026,84
20190602;8;266,22;266,22;266,22;764,98;765,98
20190602;9;274,78;274,78;274,78;487,38;548,38
20190602;10;286,65;286,65;286,65;408,40;528,40
20190602;11;272,89;272,89;272,89;589,72;719,72
20190602;12;271,36;271,36;271,36;669,63;799,63
20190602;13;286,65;286,65;286,65;405,88;505,88
20190602;14;271,89;271,89;271,89;568,02;568,02
20190602;15;260,89;260,89;260,89;890,03;890,03
20190602;16;271,36;271,36;271,36;694,20;694,20
20190602;17;269,78;269,78;269,78;756,53;756,53
20190602;18;271,36;271,36;271,36;592,33;592,33
20190602;19;274,91;274,91;274,91;511,64;551,64
20190602;20;279,78;279,78;279,78;496,88;566,88
20190602;21;279,78;279,78;279,78;546,87;646,87
20190602;22;269,78;269,78;269,78;772,74;823,74
20190602;23;254,22;254,22;254,22;991,70;992,70
20190602;24;198,00;198,00;198,00;1201,65;1201,65
20190603;1;200,22;200,22;200,22;1791,81;1721,48
20190603;2;195,91;195,91;195,91;2090,18;1791,81
20190603;3;193,01;193,01;193,01;1995,40;2090,18
20190603;4;193,01;193,01;193,01;2136,91;1995,40
20190603;5;192,89;192,89;192,89;1641,06;2136,91
20190603;6;200,34;200,34;200,34;1045,82;1641,06
20190603;7;235,20;235,20;235,20;917,60;1045,82
20190603;8;285,15;285,15;285,15;244,91;917,60
20190603;9;316,05;316,05;316,05;180,21;354,91
20190603;10;316,05;316,05;316,05;388,31;310,21
20190603;11;315,56;315,56;315,56;406,69;518,31
20190603;12;315,56;315,56;315,56;258,77;536,69
20190603;13;315,59;315,59;315,59;254,40;258,77
20190603;14;315,56;315,56;315,56;528,48;254,40
20190603;15;299,37;299,37;299,37;528,67;528,48
20190603;16;299,37;299,37;299,37;740,69;565,43
20190603;17;285,15;285,15;285,15;736,40;740,69
20190603;18;285,15;285,15;285,15;743,07;736,40
20190603;19;285,15;285,15;285,15;726,53;743,07
20190603;20;285,15;285,15;285,15;974,04;826,53
20190603;21;277,55;277,55;277,55;1024,25;1104,04
20190603;22;285,14;285,14;285,14;779,09;1094,25
20190603;23;269,04;269,04;269,04;1145,38;779,09
20190603;24;203,10;203,10;203,10;1721,48;1145,38
20190604;1;216,00;216,00;216,00;1455,89;1455,89
20190604;2;216,50;216,50;216,50;1397,22;1397,22
20190604;3;203,32;203,32;203,32;1603,91;1603,91
20190604;4;203,32;203,32;203,32;1554,69;1554,69
20190604;5;203,32;203,32;203,32;1643,25;1643,25
20190604;6;203,32;203,32;203,32;1662,19;1662,19
20190604;7;254,52;254,52;254,52;1041,87;1041,87
20190604;8;285,15;285,15;285,15;714,59;714,59
20190604;9;316,05;316,05;316,05;336,95;416,95
20190604;10;316,05;316,05;316,05;312,76;412,76
20190604;11;285,15;285,15;285,15;503,58;633,58
20190604;12;316,05;316,05;316,05;249,13;349,13
20190604;13;316,05;316,05;316,05;225,50;225,50
20190604;14;316,06;316,06;316,06;143,92;143,92
20190604;15;316,06;316,06;316,06;199,42;259,58
20190604;16;285,15;285,15;285,15;399,80;414,38
20190604;17;316,05;316,05;316,05;212,65;212,65
20190604;18;316,05;316,05;316,05;357,33;357,33
20190604;19;299,37;299,37;299,37;474,93;604,93
20190604;20;285,15;285,15;285,15;465,88;595,88
20190604;21;258,57;258,57;258,57;832,18;962,18
20190604;22;258,20;258,20;258,20;1173,92;1231,36
20190604;23;271,69;271,69;271,69;474,34;474,34
20190604;24;237,32;237,32;237,32;1124,88;1124,88
20190605;1;217,00;217,00;217,00;1797,07;1797,07
20190605;2;217,00;217,00;217,00;1763,11;1763,11
20190605;3;225,23;225,23;225,23;1626,22;1626,22
20190605;4;236,57;236,57;236,57;1313,88;1313,88
20190605;5;233,50;233,50;233,50;1151,16;1151,16
20190605;6;233,50;233,50;233,50;1131,75;1131,75
20190605;7;273,66;273,66;273,66;708,82;708,82
20190605;8;289,91;289,91;289,91;369,04;369,04
20190605;9;329,17;329,17;329,17;-424,64;-364,64
20190605;10;336,10;336,10;336,10;-571,16;-491,16
20190605;11;320,35;320,35;320,35;-379,96;-269,96
20190605;12;326,23;326,23;326,23;-460,04;-360,04
20190605;13;320,32;320,32;320,32;-367,29;-327,29
20190605;14;320,32;320,32;320,32;-289,43;-249,43
20190605;15;316,06;316,06;316,06;133,91;133,91
20190605;16;285,15;285,15;285,15;559,34;559,34
20190605;17;257,52;257,52;257,52;816,37;816,37
20190605;18;236,69;236,69;236,69;1104,55;1104,55
20190605;19;257,52;257,52;257,52;833,51;923,51
20190605;20;285,14;285,14;285,14;902,57;1032,57
20190605;21;285,14;285,14;285,14;902,29;1032,29
20190605;22;202,61;202,61;202,61;1973,67;1973,67
20190605;23;236,69;236,69;236,69;1178,51;1178,51
20190605;24;202,73;202,73;202,73;1772,18;1772,18
20190606;1;218,90;218,90;218,90;1443,81;1443,81
20190606;2;197,08;197,08;197,08;1703,61;1703,61
20190606;3;196,72;196,72;196,72;1926,11;1926,11
20190606;4;189,27;189,27;189,27;2040,67;2040,67
20190606;5;188,91;188,91;188,91;2292,18;2292,18
20190606;6;192,30;192,30;192,30;1964,24;1964,24
20190606;7;272,45;272,45;272,45;564,80;564,80
20190606;8;284,00;284,00;284,00;462,29;462,29
20190606;9;314,66;314,66;314,66;321,30;421,30
20190606;10;299,37;299,37;299,37;590,74;720,74
20190606;11;284,00;284,00;284,00;854,01;984,01
20190606;12;284,00;284,00;284,00;731,81;831,81
20190606;13;284,00;284,00;284,00;619,85;619,85
20190606;14;284,00;284,00;284,00;606,98;606,98
20190606;15;233,50;233,50;233,50;925,72;925,72
20190606;16;231,43;231,43;231,43;1049,96;1049,96
20190606;17;231,43;231,43;231,43;1220,66;1220,66
20190606;18;231,19;231,19;231,19;1374,34;1374,34
20190606;19;231,43;231,43;231,43;1247,26;1357,26
20190606;20;250,00;250,00;250,00;1065,27;1195,27
20190606;21;284,00;284,00;284,00;683,50;813,50
20190606;22;250,00;250,00;250,00;1093,92;1093,92
20190606;23;272,65;272,65;272,65;431,71;431,71
20190606;24;267,82;267,82;267,82;541,00;541,00
20190607;1;234,43;234,43;234,43;1153,64;1153,64
20190607;2;238,55;238,55;238,55;858,46;858,46
20190607;3;234,67;234,67;234,67;1002,04;1002,04
20190607;4;238,55;238,55;238,55;979,49;979,49
20190607;5;238,55;238,55;238,55;971,27;971,27
20190607;6;232,10;232,10;232,10;1061,55;1061,55
20190607;7;270,05;270,05;270,05;655,68;655,68
20190607;8;285,17;285,17;285,17;664,69;664,69
20190607;9;316,60;316,60;316,60;125,23;205,24
20190607;10;316,65;316,65;316,65;-25,95;104,05
20190607;11;316,62;316,62;316,62;98,19;228,19
20190607;12;340,00;340,00;340,00;-305,74;-225,74
20190607;13;460,00;460,00;460,00;-361,46;-361,46
20190607;14;317,62;317,62;317,62;-274,91;-274,91
20190607;15;316,09;316,09;316,09;96,48;96,48
20190607;16;316,09;316,09;316,09;173,87;173,87
20190607;17;316,08;316,08;316,08;280,91;410,91
20190607;18;285,17;285,17;285,17;673,21;803,21
20190607;19;253,85;253,85;253,85;987,88;1077,88
20190607;20;253,85;253,85;253,85;1026,21;1026,21
20190607;21;255,48;255,48;255,48;928,32;928,32
20190607;22;250,00;250,00;250,00;931,24;931,24
20190607;23;255,60;255,60;255,60;562,17;562,17
20190607;24;270,08;270,08;270,08;339,53;339,53
20190608;1;270,08;270,08;270,08;645,51;645,51
20190608;2;248,89;248,89;248,89;809,69;809,69
20190608;3;248,89;248,89;248,89;776,68;776,68
20190608;4;270,08;270,08;270,08;614,76;614,76
20190608;5;255,89;255,89;255,89;739,80;739,80
20190608;6;219,70;219,70;219,70;1034,79;1034,79
20190608;7;230,90;230,90;230,90;981,05;981,05
20190608;8;271,10;271,10;271,10;685,31;685,31
20190608;9;283,13;283,13;283,13;545,73;545,73
20190608;10;284,73;284,73;284,73;546,35;616,35
20190608;11;290,00;290,00;290,00;272,46;372,46
20190608;12;284,73;284,73;284,73;467,57;597,57
20190608;13;284,72;284,72;284,72;561,66;691,66
20190608;14;256,99;256,99;256,99;1042,29;1072,29
20190608;15;195,00;195,00;195,00;1547,36;1547,36
20190608;16;195,00;195,00;195,00;1544,24;1544,24
20190608;17;203,35;203,35;203,35;1456,98;1456,98
20190608;18;237,50;237,50;237,50;1117,12;1117,12
20190608;19;230,90;230,90;230,90;1058,64;1078,64
20190608;20;225,26;225,26;225,26;1068,00;1108,00
20190608;21;203,35;203,35;203,35;1328,81;1328,81
20190608;22;237,50;237,50;237,50;1246,07;1246,07
20190608;23;237,50;237,50;237,50;1082,45;1082,45
20190608;24;203,35;203,35;203,35;1428,24;1428,24
20190609;1;77,45;77,45;77,45;1361,70;1361,70
20190609;2;74,12;74,12;74,12;1349,98;1349,98
20190609;3;77,45;77,45;77,45;1332,95;1332,95
20190609;4;77,57;77,57;77,57;1250,86;1250,86
20190609;5;74,00;74,00;74,00;1403,56;1403,56
20190609;6;73,12;73,12;73,12;1727,11;1727,11
20190609;7;73,50;73,50;73,50;1769,24;1769,24
20190609;8;77,45;77,45;77,45;1466,40;1466,40
20190609;9;77,57;77,57;77,57;1320,34;1320,34
20190609;10;194,00;194,00;194,00;1294,20;1294,20
20190609;11;195,00;195,00;195,00;1203,29;1223,29
20190609;12;195,00;195,00;195,00;1276,67;1376,67
20190609;13;194,00;194,00;194,00;1349,88;1449,88
20190609;14;170,00;170,00;170,00;1320,04;1370,04
20190609;15;85,24;85,24;85,24;1292,10;1292,10
20190609;16;195,00;195,00;195,00;1040,41;1040,41
20190609;17;195,00;195,00;195,00;1102,76;1102,76
20190609;18;195,00;195,00;195,00;1102,34;1102,34
20190609;19;195,00;195,00;195,00;1121,67;1121,67
20190609;20;206,00;206,00;206,00;1104,59;1144,59
20190609;21;85,24;85,24;85,24;1219,33;1289,33
20190609;22;77,66;77,66;77,66;1404,07;1454,07
20190609;23;77,33;77,33;77,33;1558,67;1558,67
20190609;24;73,24;73,24;73,24;1617,33;1617,33
20190610;1;192,82;192,82;192,82;2164,58;2164,58
20190610;2;192,94;192,94;192,94;1794,82;1794,82
20190610;3;192,70;192,70;192,70;1916,24;1916,24
20190610;4;192,82;192,82;192,82;1620,72;1620,72
20190610;5;192,70;192,70;192,70;1755,66;1755,66
20190610;6;200,30;200,30;200,30;1652,89;1652,89
20190610;7;249,89;249,89;249,89;1062,51;1062,51
20190610;8;269,91;269,91;269,91;1154,37;1154,37
