Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20190901;1;277,80;277,80;277,80;671,61;671,61
20190901;2;275,91;275,91;275,91;693,90;693,90
20190901;3;277,80;277,80;277,80;636,41;636,41
20190901;4;270,91;270,91;270,91;752,38;752,38
20190901;5;265,91;265,91;265,91;778,91;778,91
20190901;6;270,91;270,91;270,91;754,35;754,35
20190901;7;243,00;243,00;243,00;952,34;952,34
20190901;8;243,00;243,00;243,00;922,58;922,58
20190901;9;283,20;283,20;283,20;479,99;479,99
20190901;10;283,50;283,50;283,50;428,43;428,43
20190901;11;280,91;280,91;280,91;519,06;519,06
20190901;12;283,20;283,20;283,20;467,09;487,09
20190901;13;283,50;283,50;283,50;396,53;416,53
20190901;14;283,20;283,20;283,20;482,03;482,03
20190901;15;283,17;283,17;283,17;499,49;499,49
20190901;16;274,15;274,15;274,15;681,81;681,81
20190901;17;283,50;283,50;283,50;392,51;392,51
20190901;18;283,50;283,50;283,50;293,80;293,80
20190901;19;283,50;283,50;283,50;471,14;471,14
20190901;20;283,50;283,50;283,50;570,89;630,89
20190901;21;265,91;265,91;265,91;897,33;957,33
20190901;22;77,24;77,24;77,24;1318,35;1318,35
20190901;23;243,00;243,00;243,00;961,50;961,50
20190901;24;160,00;160,00;160,00;1091,35;1091,35
20190902;1;205,06;205,06;205,06;2149,56;2149,56
20190902;2;211,28;211,28;211,28;1433,74;1433,74
20190902;3;226,91;226,91;226,91;1167,31;1167,31
20190902;4;211,40;211,40;211,40;1306,94;1306,94
20190902;5;211,28;211,28;211,28;1319,46;1319,46
20190902;6;226,00;226,00;226,00;1343,86;1343,86
20190902;7;283,80;283,80;283,80;635,89;635,89
20190902;8;319,18;319,18;319,18;294,84;309,45
20190902;9;320,37;320,37;320,37;208,49;368,91
20190902;10;320,37;320,37;320,37;304,21;476,63
20190902;11;320,36;320,36;320,36;556,40;726,82
20190902;12;299,37;299,37;299,37;645,89;695,89
20190902;13;299,37;299,37;299,37;533,73;583,73
20190902;14;288,72;288,72;288,72;822,68;852,68
20190902;15;288,72;288,72;288,72;713,67;713,67
20190902;16;288,72;288,72;288,72;625,03;625,03
20190902;17;299,37;299,37;299,37;499,55;499,55
20190902;18;299,37;299,37;299,37;541,11;541,11
20190902;19;288,72;288,72;288,72;728,21;728,21
20190902;20;299,37;299,37;299,37;521,96;521,96
20190902;21;299,37;299,37;299,37;529,77;589,77
20190902;22;288,71;288,71;288,71;991,98;991,98
20190902;23;211,52;211,52;211,52;1367,15;1367,15
20190902;24;211,28;211,28;211,28;1633,68;1633,68
20190903;1;211,24;211,24;211,24;1450,43;1450,43
20190903;2;230,91;230,91;230,91;1252,99;1252,99
20190903;3;234,18;234,18;234,18;1179,79;1179,79
20190903;4;234,30;234,30;234,30;1133,49;1133,49
20190903;5;230,91;230,91;230,91;1264,36;1264,36
20190903;6;217,80;217,80;217,80;1432,98;1432,98
20190903;7;280,99;280,99;280,99;676,26;676,26
20190903;8;288,72;288,72;288,72;552,50;698,50
20190903;9;288,72;288,72;288,72;569,71;643,72
20190903;10;288,72;288,72;288,72;532,07;532,07
20190903;11;288,71;288,71;288,71;788,39;788,39
20190903;12;244,31;244,31;244,31;967,04;987,04
20190903;13;288,72;288,72;288,72;742,15;802,15
20190903;14;288,72;288,72;288,72;661,64;721,64
20190903;15;288,71;288,71;288,71;880,81;880,81
20190903;16;244,43;244,43;244,43;964,16;964,16
20190903;17;288,71;288,71;288,71;866,12;866,12
20190903;18;244,31;244,31;244,31;934,05;934,05
20190903;19;288,72;288,72;288,72;779,50;779,50
20190903;20;299,37;299,37;299,37;550,49;550,49
20190903;21;288,72;288,72;288,72;614,40;614,40
