Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2023-03-19;4;14268,850;8217,000;6098,300;-976,975;945,263
2023-03-19;5;14392,250;8348,700;5921,675;-806,263;945,763
2023-03-19;6;14364,875;8454,400;5900,963;-919,600;945,525
2023-03-19;7;14550,988;8625,388;6368,950;-1372,525;945,600
2023-03-19;8;15500,013;8152,375;7887,263;-1465,875;945,475
2023-03-19;9;16271,825;7607,513;9271,375;-1433,450;932,563
2023-03-19;10;16766,938;7712,100;10433,975;-1430,325;749,463
2023-03-19;11;16915,288;7797,963;11128,375;-1902,300;751,650
2023-03-19;12;16945,200;7671,200;11322,763;-2128,300;931,988
2023-03-19;13;16952,313;8113,938;10987,050;-2276,263;944,838
2023-03-19;14;16948,250;8307,975;10064,450;-1482,138;944,913
2023-03-19;15;16781,975;9336,713;8670,513;-1495,938;945,213
2023-03-19;16;16541,513;9959,875;7028,013;-1009,750;935,250
2023-03-19;17;16672,875;10129,338;5704,650;-5,313;845,638
2023-03-19;18;17232,213;11221,313;4995,013;164,200;860,913
2023-03-19;19;18647,950;11908,025;5029,013;823,088;904,925
2023-03-19;20;19095,913;12124,613;5286,200;780,538;907,150
2023-03-19;21;18634,713;11704,425;5424,050;575,275;937,850
2023-03-19;22;17661,150;10913,038;5431,738;378,863;946,100
2023-03-19;23;16802,400;10486,550;5496,900;-98,175;934,238
2023-03-19;24;15830,750;10167,813;5490,150;-752,963;945,650
2023-03-20;1;15175,150;10022,088;5394,763;-1173,813;945,825
2023-03-20;2;14871,700;9732,188;5357,063;-952,400;945,050
2023-03-20;3;14756,000;9843,775;5312,450;-996,913;945,325
2023-03-20;4;14785,100;9735,613;5348,413;-896,438;945,388
2023-03-20;5;15290,413;9938,525;5465,363;-708,963;945,200
2023-03-20;6;16147,200;10490,725;5639,350;-752,975;945,675
2023-03-20;7;19026,250;11696,938;6120,175;276,125;945,425
2023-03-20;8;21162,300;12335,963;7069,400;820,163;945,525
2023-03-20;9;22132,713;12226,963;8077,388;898,538;946,150
2023-03-20;10;21994,338;11420,463;8889,513;776,175;946,488
2023-03-20;11;21805,325;11375,388;9698,738;111,375;946,488
2023-03-20;12;21810,900;11055,650;9734,613;764,513;945,600
2023-03-20;13;21892,350;10865,388;9544,825;987,638;945,688
2023-03-20;14;22052,638;10987,350;9311,838;1020,738;945,788
2023-03-20;15;21910,575;11186,150;8748,525;1252,450;945,888
2023-03-20;16;21783,875;11606,475;8189,963;1264,325;945,825
2023-03-20;17;21578,938;11817,213;7252,900;1703,725;945,388
2023-03-20;18;21735,275;12317,113;6948,850;1522,825;945,338
2023-03-20;19;22657,713;13441,113;6916,450;1340,800;944,863
2023-03-20;20;22907,588;14399,888;6698,113;858,288;945,150
2023-03-20;21;22188,588;13255,238;6660,150;1333,838;945,325
2023-03-20;22;20657,150;11955,875;6692,588;1080,975;945,763
2023-03-20;23;19125,463;11025,438;6614,963;556,675;946,038
2023-03-20;24;17823,913;10311,475;6336,863;250,663;946,088
2023-03-21;1;16873,488;9971,450;6191,288;-218,513;946,075
2023-03-21;2;16351,213;10042,425;5918,588;-160,788;946,050
2023-03-21;3;16148,550;10392,050;5697,763;-152,963;946,313
2023-03-21;4;16222,125;10496,288;5528,513;-8,913;944,050
2023-03-21;5;16651,513;10407,625;5446,063;606,513;903,650
2023-03-21;6;17197,550;10581,275;5426,775;682,000;942,800
2023-03-21;7;19698,075;12038,688;5668,888;1145,413;944,950
2023-03-21;8;21804,713;12969,088;6166,763;1736,363;945,650
2023-03-21;9;22840,663;13005,238;6895,800;2000,688;945,650
2023-03-21;10;22689,263;12802,888;7129,950;1833,175;945,150
2023-03-21;11;22469,888;12217,800;7386,700;1957,288;945,438
2023-03-21;12;22840,225;12525,575;7636,188;1864,438;945,550
2023-03-21;13;22886,175;12479,750;7754,850;1951,725;945,400
2023-03-21;14;22940,388;12787,125;7765,088;1529,163;945,613
2023-03-21;15;22505,650;12558,825;7411,113;1606,688;945,200
2023-03-21;16;22145,663;13040,975;6683,100;1481,900;945,325
2023-03-21;17;22086,900;13885,763;6052,913;1203,238;945,125
2023-03-21;18;22281,625;14528,663;5576,175;1234,900;944,713
2023-03-21;19;23069,725;15516,600;5572,913;1032,975;944,613
2023-03-21;20;23454,438;15533,325;5841,800;1133,663;944,788
2023-03-21;21;22680,263;14553,400;6194,975;993,313;944,763
2023-03-21;22;21171,600;12744,438;6407,375;1086,013;945,013
2023-03-21;23;19594,700;11200,550;6687,438;776,350;944,825
2023-03-21;24;18107,938;9809,438;6985,475;431,888;923,525
2023-03-22;1;17110,400;9600,350;7234,850;-123,400;522,138
2023-03-22;2;16679,163;9545,175;7507,413;-661,838;631,225
2023-03-22;3;16402,075;9118,013;7638,788;-574,050;595,363
2023-03-22;4;16359,588;9087,425;7743,300;-684,125;593,300
2023-03-22;5;16818,300;9523,763;7772,400;-642,288;545,200
2023-03-22;6;17494,750;9701,813;7768,013;-517,375;907,700
2023-03-22;7;20001,375;11243,100;8173,525;-305,213;945,463
2023-03-22;8;21867,775;12081,413;8877,400;-23,438;945,450
2023-03-22;9;22434,463;12079,663;9553,300;-114,675;945,350
2023-03-22;10;22259,775;11085,600;10284,463;-24,838;945,300
2023-03-22;11;21732,275;10451,475;10781,963;-416,238;943,875
2023-03-22;12;21610,000;10316,813;10923,013;-468,450;858,863
2023-03-22;13;21612,413;10562,213;11079,163;-503,888;614,250
2023-03-22;14;21890,525;10973,975;10910,988;-422,925;625,775
2023-03-22;15;21519,113;10720,550;10241,950;-308,388;932,513
2023-03-22;16;21486,238;10985,800;9173,713;383,513;945,400
2023-03-22;17;21596,825;12143,675;7968,713;540,325;945,600
2023-03-22;18;21775,475;13135,938;7004,938;689,838;945,675
2023-03-22;19;22790,200;14370,963;7248,113;224,350;946,125
2023-03-22;20;23037,150;13967,725;7780,425;343,613;946,075
2023-03-22;21;22406,363;12894,700;8113,450;460,138;946,238
2023-03-22;22;20721,275;11197,650;8391,388;200,088;945,975
2023-03-22;23;19054,488;10052,950;8320,925;-241,263;945,963
2023-03-22;24;17843,525;9288,663;8298,650;-666,975;942,575
2023-03-23;1;16835,975;8858,850;8004,700;-707,375;751,600
2023-03-23;2;16298,500;8746,725;7743,388;-892,838;881,625
2023-03-23;3;16109,900;8500,738;7589,338;-436,225;631,375
2023-03-23;4;16077,188;8459,113;7736,788;-414,200;472,425
2023-03-23;5;16286,000;8426,638;8103,675;-260,075;54,863
2023-03-23;6;16830,963;8397,650;8519,738;-459,675;393,675
2023-03-23;7;19162,100;9731,188;9133,713;-433,725;750,413
2023-03-23;8;21160,038;9950,288;10320,463;-2,900;926,200
2023-03-23;9;21835,475;9905,900;11306,025;110,463;945,288
2023-03-23;10;21573,950;9475,788;12179,650;-473,575;927,175
2023-03-23;11;21302,325;8862,350;13185,625;-560,475;579,525
2023-03-23;12;21444,725;8637,463;13623,563;-679,075;640,100
2023-03-23;13;21667,800;9557,763;13556,025;-1259,100;571,663
2023-03-23;14;21602,350;9791,250;12450,713;-421,325;466,263
2023-03-23;15;21563,013;10547,088;11169,263;-338,050;399,775
2023-03-23;16;21668,525;11368,550;10274,613;-266,925;343,850
2023-03-23;17;21628,800;11723,300;9523,738;-496,838;905,050
2023-03-23;18;21728,625;12097,700;8553,688;126,825;946,263
2023-03-23;19;22444,288;13340,650;8456,500;-289,188;945,888
2023-03-23;20;22847,488;13872,175;8594,938;-548,213;945,525
2023-03-23;21;21997,113;12230,388;8567,450;273,188;945,413
2023-03-23;22;20477,688;10675,388;8418,163;468,288;945,513
2023-03-23;23;18883,825;9620,413;8072,000;265,475;945,088
2023-03-23;24;17587,388;8898,063;7720,863;52,825;940,138
2023-03-24;1;16757,650;8927,013;7537,088;-357,313;692,225
2023-03-24;2;16281,150;8783,413;7208,463;-175,488;683,675
2023-03-24;3;15962,075;9063,713;7148,800;-681,188;646,713
2023-03-24;4;15926,375;9042,350;7239,313;-762,488;627,788
2023-03-24;5;16303,775;9118,775;7587,613;-576,138;396,288
2023-03-24;6;16848,688;8527,388;8064,813;-253,163;733,925
2023-03-24;7;19081,038;9315,850;8998,400;53,425;936,025
2023-03-24;8;21074,563;10007,525;9886,650;276,300;945,550
2023-03-24;9;21714,088;9368,488;10487,450;923,963;945,338
2023-03-24;10;21657,525;9286,450;11647,275;-77,338;855,750
2023-03-24;11;21461,463;8975,475;12861,825;-804,975;735,163
2023-03-24;12;21744,850;8601,838;13867,500;-327,575;161,325
2023-03-24;13;21681,238;8200,213;13985,525;152,138;-73,425
2023-03-24;14;21561,363;8848,375;13062,675;893,925;-653,988
2023-03-24;15;21427,050;9221,150;12268,513;280,613;-130,038
2023-03-24;16;21427,513;10270,338;11088,113;121,313;15,750
2023-03-24;17;21417,125;10879,650;9696,075;100,088;739,450
2023-03-24;18;21448,063;11266,900;8644,700;610,988;937,675
2023-03-24;19;22130,738;11942,775;8393,050;864,700;945,350
2023-03-24;20;22389,825;12225,400;8023,925;1198,513;945,438
2023-03-24;21;21832,175;11783,300;7884,288;1236,225;945,238
2023-03-24;22;20080,288;10648,163;7541,488;970,925;945,288
2023-03-24;23;18570,625;9968,688;7374,988;295,188;945,413
2023-03-24;24;17412,925;9164,100;7605,213;-276,138;945,713
2023-03-25;1;16356,975;7537,300;7873,525;19,675;946,050
2023-03-25;2;15853,825;7235,150;8004,800;-235,075;935,438
2023-03-25;3;15466,963;7040,800;8170,913;274,313;122,200
2023-03-25;4;15344,050;6864,550;7996,113;749,675;-253,538
2023-03-25;5;15521,700;7310,038;7825,413;741,838;-341,038
2023-03-25;6;15302,588;7177,250;7794,425;833,025;-484,500
2023-03-25;7;15949,413;6997,438;8286,238;606,675;81,263
2023-03-25;8;17141,075;7224,938;8794,525;904,325;240,313
2023-03-25;9;18350,400;7169,338;9575,313;1609,763;30,113
2023-03-25;10;18807,400;7420,988;10428,888;1414,563;-430,413
2023-03-25;11;18935,913;7369,263;11078,050;1578,875;-1063,175
2023-03-25;12;18931,838;7545,775;11446,638;1073,050;-1119,413
2023-03-25;13;18851,300;7317,863;11975,288;695,138;-1121,600
2023-03-25;14;18751,075;6847,300;11932,925;1355,988;-1121,200
2023-03-25;15;18671,938;6684,513;11279,088;1775,575;-1044,475
2023-03-25;16;18110,675;7695,475;9844,675;937,838;-368,750
2023-03-25;17;18270,200;8305,913;8585,813;756,775;631,613
2023-03-25;18;18426,950;8872,325;7466,275;1165,000;928,038
2023-03-25;19;19101,400;9639,050;7329,438;1193,663;944,388
2023-03-25;20;19646,550;10281,438;7921,600;505,688;944,575
2023-03-25;21;19111,175;9608,650;8366,100;216,838;925,175
2023-03-25;22;17948,975;8643,613;8482,688;312,413;516,263
2023-03-25;23;16754,713;8109,163;8465,675;-598,563;788,250
2023-03-25;24;15577,675;6964,200;8426,600;-396,000;600,788
2023-03-26;1;14729,325;6224,938;8446,013;-568,138;692,700
2023-03-26;3;13977,538;6033,000;8372,263;-148,050;173,625
2023-03-26;4;13756,963;6236,650;8396,538;-841,113;806,075
2023-03-26;5;13737,788;6021,375;8449,538;-715,713;879,588
2023-03-26;6;13795,200;5996,375;8558,638;-711,175;835,175
2023-03-26;7;13860,888;6097,000;8859,638;-1370,875;853,125
2023-03-26;8;14253,350;6173,863;9142,850;-1795,488;939,575
2023-03-26;9;14967,450;6105,513;9725,713;-1770,050;922,038
2023-03-26;10;15977,675;6750,400;10626,913;-2136,213;761,600
2023-03-26;11;16747,975;6969,588;11532,275;-2466,575;731,938
2023-03-26;12;17491,675;6698,350;12452,613;-2249,850;620,175
2023-03-26;13;17567,863;6590,863;12793,163;-1976,838;187,913
2023-03-26;14;17156,988;6537,238;12497,925;-1364,363;-259,063
2023-03-26;15;16687,388;6470,863;12463,688;-1577,250;-362,363
2023-03-26;16;16348,638;6343,538;12337,513;-1493,163;-296,500
2023-03-26;17;16264,500;6480,838;10767,263;-975,925;763,238
2023-03-26;18;16527,975;7502,438;8900,938;-629,325;936,963
2023-03-26;19;16724,688;8694,713;7185,238;-101,763;944,875
2023-03-26;20;18328,413;9966,113;7048,325;370,188;945,025
2023-03-26;21;18720,713;9618,538;7121,138;1043,125;944,888
2023-03-26;22;17950,438;9201,888;6947,900;862,500;944,788
2023-03-26;23;17024,150;8219,513;6715,975;1150,238;944,863
2023-03-26;24;15960,888;7482,313;6660,838;958,513;944,650
2023-03-27;1;15024,675;8348,750;6787,075;-848,413;944,988
2023-03-27;2;14550,325;8149,713;6834,763;-1130,263;944,963
2023-03-27;3;14336,488;7944,588;6921,625;-1086,950;944,875
2023-03-27;4;14386,613;7778,925;7114,563;-1041,338;945,138
2023-03-27;5;14857,025;8017,038;7598,300;-1180,150;945,250
2023-03-27;6;15993,338;8383,750;7903,625;-553,400;944,963
2023-03-27;7;18682,150;9937,338;7952,750;94,813;943,638
2023-03-27;8;20911,800;11823,425;8347,888;-192,825;933,500
2023-03-27;9;22084,150;12828,013;9102,163;-787,425;943,750
2023-03-27;10;22379,675;11521,450;10214,663;-283,425;944,975
2023-03-27;11;22272,113;10433,163;10984,625;-62,875;945,175
2023-03-27;12;22633,050;10101,300;11711,800;-81,975;944,838
2023-03-27;13;22620,938;9699,538;12284,988;-183,425;851,850
2023-03-27;14;22438,538;9039,988;12779,900;-113,850;769,025
2023-03-27;15;22054,575;9111,500;12910,788;-697,275;764,000
2023-03-27;16;21843,900;8673,775;12838,150;-397,975;764,063
2023-03-27;17;21546,250;8811,100;12287,950;-286,725;767,863
2023-03-27;18;21362,075;9667,700;10959,338;-98,838;844,050
2023-03-27;19;21566,713;11075,925;9180,538;377,313;938,413
2023-03-27;20;22720,063;13042,425;7773,400;944,688;944,663
2023-03-27;21;22949,075;13382,575;7624,988;987,113;944,600
2023-03-27;22;21418,038;12116,863;7544,463;811,500;944,663
2023-03-27;23;19825,300;10558,538;7376,163;942,238;944,675
2023-03-27;24;18547,425;9717,350;7374,963;511,825;944,363
2023-03-28;1;17336,413;9217,850;7630,250;-445,450;944,538
2023-03-28;2;16691,475;8484,750;8267,313;-873,925;945,013
2023-03-28;3;16406,463;7777,263;8772,513;-859,225;944,488
2023-03-28;4;16337,675;7922,625;8662,513;-675,750;944,688
2023-03-28;5;16705,300;8031,563;8843,675;-592,013;944,763
2023-03-28;6;17751,638;9344,075;9074,988;-1144,013;943,525
2023-03-28;7;20096,350;11484,450;9463,263;-1694,575;892,800
2023-03-28;8;22160,925;11966,363;10348,825;-497,875;339,863
2023-03-28;9;22848,763;11462,125;11499,025;-1,863;-105,725
2023-03-28;10;23010,600;10542,713;13076,100;-609,550;38,863
2023-03-28;11;22788,400;9079,650;14425,950;-329,338;256,288
2023-03-28;12;22835,363;8638,425;14930,863;-223,475;451,550
2023-03-28;13;22764,825;9123,113;15451,488;-1230,950;438,800
2023-03-28;14;22860,225;9448,925;15965,500;-1859,363;350,338
2023-03-28;15;22550,763;8740,388;16318,600;-1812,213;350,513
2023-03-28;16;22235,825;8346,850;15937,275;-1335,100;349,800
2023-03-28;17;22159,088;8556,725;15044,513;-969,650;438,725
2023-03-28;18;22005,263;9964,275;13112,250;-1531,750;550,588
2023-03-28;19;22304,613;12394,575;10904,075;-1766,550;760,338
2023-03-28;20;23220,975;14138,775;9089,338;-950,925;910,663
2023-03-28;21;23567,313;14932,388;8279,663;-569,800;934,650
2023-03-28;22;22038,300;13551,263;7895,188;-328,675;924,188
2023-03-28;23;20505,238;12628,413;7732,663;-595,938;750,775
2023-03-28;24;19107,613;11300,488;7641,813;-673,875;854,925
2023-03-29;1;17910,863;10317,900;7506,288;-697,825;796,450
2023-03-29;2;17498,888;10159,425;7482,750;-893,850;764,750
2023-03-29;3;17247,713;10010,188;7423,950;-950,950;782,500
2023-03-29;4;17133,275;9827,825;7288,900;-889,175;919,775
2023-03-29;5;17558,313;10309,150;7302,175;-912,188;869,613
2023-03-29;6;18552,400;10999,813;7431,275;-769,125;906,963
2023-03-29;7;20873,188;12424,463;7623,838;-82,550;918,050
2023-03-29;8;22687,325;13200,575;8888,675;-267,263;871,750
2023-03-29;9;23517,388;12404,225;10660,650;-300,588;761,125
2023-03-29;10;23013,325;12198,338;11969,050;-1743,838;606,200
2023-03-29;11;22230,525;11566,438;13015,100;-2491,850;246,975
2023-03-29;12;21817,825;10947,875;13854,788;-2163,800;-223,875
2023-03-29;13;21348,288;9817,300;14266,300;-2414,325;434,788
2023-03-29;14;21101,263;8556,625;14423,725;-1525,875;513,525
2023-03-29;15;20943,650;8351,950;13982,038;-859,863;727,238
2023-03-29;16;20889,275;9019,438;12593,438;-144,963;617,888
2023-03-29;17;21163,750;9813,175;10920,288;648,700;514,788
2023-03-29;18;21584,888;11354,325;8760,100;946,313;712,650
2023-03-29;19;21704,013;12618,813;6924,088;1239,250;915,050
2023-03-29;20;22882,113;14192,288;6635,100;1103,750;945,213
2023-03-29;21;22987,175;13848,688;7180,925;1032,988;945,500
2023-03-29;22;21529,113;12290,375;7734,475;584,613;945,475
2023-03-29;23;19932,400;11061,363;8152,038;-204,363;945,475
2023-03-29;24;18613,450;10088,613;8171,900;-570,088;945,488
2023-03-30;1;17350,600;9392,875;7800,525;-662,600;929,325
2023-03-30;2;16751,513;9764,338;7438,150;-741,025;789,638
2023-03-30;3;16457,350;9757,913;7352,875;-961,738;924,538
2023-03-30;4;16487,188;9787,113;7316,963;-754,138;768,438
2023-03-30;5;16826,288;9984,388;7141,000;-521,400;945,713
2023-03-30;6;17684,638;10388,525;7038,463;-42,275;945,063
2023-03-30;7;20006,963;11480,025;7114,000;549,550;932,250
2023-03-30;8;21880,175;12780,263;7423,200;884,488;801,775
2023-03-30;9;22834,338;12801,150;8022,613;1228,638;802,088
2023-03-30;10;22770,175;12389,000;8723,313;790,775;885,300
2023-03-30;11;22245,663;11821,975;9737,575;-35,038;776,325
2023-03-30;12;22156,763;10782,000;10603,138;90,163;833,138
2023-03-30;13;21870,300;10288,150;10497,675;356,875;763,350
2023-03-30;14;22471,750;10737,963;10534,663;669,500;567,888
2023-03-30;15;22049,125;10662,563;9601,025;896,450;917,825
2023-03-30;16;22028,888;11073,475;8846,263;1193,513;945,488
2023-03-30;17;21894,988;11610,975;8308,875;1047,300;944,488
2023-03-30;18;21749,088;12024,600;8145,538;645,400;944,488
2023-03-30;19;21645,350;12016,238;7871,488;802,713;944,550
2023-03-30;20;22337,638;12527,438;8122,738;741,700;944,638
2023-03-30;21;22377,963;12251,388;8419,850;774,700;944,663
2023-03-30;22;20847,600;11142,213;8266,213;507,450;944,050
2023-03-30;23;19298,513;10360,463;8578,800;-548,275;931,225
2023-03-30;24;17983,075;9212,150;8932,463;-953,463;942,300
2023-03-31;1;16893,963;8458,975;9007,888;-950,900;935,088
2023-03-31;2;16386,175;8356,775;8929,538;-1030,063;944,538
2023-03-31;3;16089,613;8472,775;8694,200;-1185,625;944,513
2023-03-31;4;16113,175;8602,163;8502,600;-1112,150;944,425
2023-03-31;5;16409,175;8977,388;8202,575;-972,000;944,275
2023-03-31;6;17200,213;10149,688;7892,575;-927,350;934,288
2023-03-31;7;19434,025;11446,888;7899,750;-421,813;812,188
2023-03-31;8;21160,400;12535,975;8140,113;-421,775;913,700
2023-03-31;9;21879,638;13147,313;8422,288;-376,500;710,388
2023-03-31;10;21964,050;12448,525;9037,463;-190,350;677,625
2023-03-31;11;21607,450;11750,025;9691,300;-427,938;605,600
2023-03-31;12;21497,313;10531,825;10272,013;69,538;853,313
2023-03-31;13;21676,238;10604,388;10527,588;654,813;263,600
2023-03-31;14;21621,163;10988,425;10220,375;717,538;-68,238
2023-03-31;15;21705,275;11394,375;9543,888;807,538;290,338
2023-03-31;16;21320,463;11649,188;8374,450;425,150;896,150
2023-03-31;17;21456,988;12300,988;7787,800;437,575;945,513
2023-03-31;18;21286,250;12269,625;6874,450;1210,050;944,850
2023-03-31;19;21403,500;12724,200;6415,438;1338,088;942,688
2023-03-31;20;22159,388;13384,850;6113,800;1721,963;944,025
2023-03-31;21;22176,663;13633,538;5978,275;1624,900;944,388
2023-03-31;22;20811,538;12482,400;6053,025;1338,438;944,675
2023-03-31;23;19257,738;11455,988;6210,875;666,375;944,775
2023-03-31;24;17966,613;10156,500;6326,938;590,300;944,575
