Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20191101;1;207,48;207,48;207,48;405,67;405,67
20191101;2;207,48;207,48;207,48;348,57;348,57
20191101;3;207,48;207,48;207,48;414,00;414,00
20191101;4;207,48;207,48;207,48;275,05;275,05
20191101;5;207,48;207,48;207,48;338,03;338,03
20191101;6;207,48;207,48;207,48;300,93;300,93
20191101;7;207,48;207,48;207,48;323,75;323,75
20191101;8;207,48;207,48;207,48;388,64;388,64
20191101;9;200,91;200,91;200,91;491,95;491,95
20191101;10;186,20;186,20;186,20;503,18;553,18
20191101;11;186,18;186,18;186,18;614,83;644,83
20191101;12;186,10;186,10;186,10;1012,09;1042,09
20191101;13;186,15;186,15;186,15;1148,04;1148,04
20191101;14;186,13;186,13;186,13;1113,30;1113,30
20191101;15;186,14;186,14;186,14;1084,64;1084,64
20191101;16;186,13;186,13;186,13;997,57;997,57
20191101;17;160,00;160,00;160,00;1020,78;1020,78
20191101;18;160,00;160,00;160,00;1272,86;1272,86
20191101;19;160,00;160,00;160,00;1241,36;1261,36
20191101;20;160,00;160,00;160,00;1162,79;1162,79
20191101;21;160,00;160,00;160,00;1049,88;1049,88
20191101;22;160,00;160,00;160,00;1132,35;1132,35
20191101;23;186,14;186,14;186,14;802,48;802,48
20191101;24;186,18;186,18;186,18;586,76;586,76
20191102;1;72,24;72,24;72,24;1421,31;1421,31
20191102;2;160,00;160,00;160,00;1268,42;1268,42
20191102;3;160,00;160,00;160,00;1319,98;1319,98
20191102;4;72,24;72,24;72,24;1653,61;1653,61
20191102;5;72,24;72,24;72,24;1753,88;1753,88
20191102;6;160,00;160,00;160,00;1307,46;1307,46
20191102;7;160,00;160,00;160,00;1321,25;1321,25
20191102;8;188,03;188,03;188,03;997,12;997,12
20191102;9;208,20;208,20;208,20;397,57;397,57
20191102;10;211,20;211,20;211,20;442,59;442,59
20191102;11;219,91;219,91;219,91;528,02;548,02
20191102;12;219,91;219,91;219,91;608,65;608,65
20191102;13;219,91;219,91;219,91;609,13;609,13
20191102;14;219,91;219,91;219,91;524,84;524,84
20191102;15;219,91;219,91;219,91;486,09;486,09
20191102;16;208,21;208,21;208,21;573,02;573,02
20191102;17;208,21;208,21;208,21;870,82;870,82
20191102;18;208,20;208,20;208,20;1151,58;1201,58
20191102;19;208,20;208,20;208,20;1201,46;1231,46
20191102;20;208,20;208,20;208,20;1277,00;1307,00
20191102;21;208,20;208,20;208,20;1282,45;1282,45
20191102;22;208,20;208,20;208,20;1178,10;1178,10
20191102;23;208,20;208,20;208,20;1064,83;1064,83
20191102;24;208,20;208,20;208,20;873,78;873,78
20191103;1;193,21;193,21;193,21;947,54;947,54
20191103;2;191,85;191,85;191,85;951,60;951,60
20191103;3;189,37;189,37;189,37;964,57;964,57
20191103;4;160,00;160,00;160,00;1069,30;1069,30
20191103;5;189,34;189,34;189,34;925,98;925,98
20191103;6;189,42;189,42;189,42;816,90;816,90
20191103;7;189,41;189,41;189,41;788,66;788,66
20191103;8;207,60;207,60;207,60;742,35;742,35
20191103;9;208,59;208,59;208,59;578,15;578,15
20191103;10;224,58;224,58;224,58;452,98;452,98
20191103;11;224,63;224,63;224,63;264,03;264,03
20191103;12;224,59;224,59;224,59;414,34;443,34
20191103;13;221,14;221,14;221,14;627,41;676,41
20191103;14;224,59;224,59;224,59;521,42;550,42
20191103;15;221,14;221,14;221,14;700,02;700,02
20191103;16;208,59;208,59;208,59;757,36;757,36
20191103;17;226,35;226,35;226,35;593,63;593,63
20191103;18;226,35;226,35;226,35;650,15;670,15
20191103;19;226,35;226,35;226,35;637,41;657,41
20191103;20;226,35;226,35;226,35;450,68;450,68
20191103;21;226,35;226,35;226,35;472,07;472,07
20191103;22;224,57;224,57;224,57;468,17;468,17
20191103;23;224,60;224,60;224,60;465,74;465,74
20191103;24;224,58;224,58;224,58;235,36;235,36
20191104;1;224,23;224,23;224,23;517,29;517,29
20191104;2;207,13;207,13;207,13;530,79;530,79
20191104;3;196,07;196,07;196,07;451,32;451,32
20191104;4;193,16;193,16;193,16;536,88;536,88
20191104;5;194,65;194,65;194,65;712,77;712,77
20191104;6;224,26;224,26;224,26;305,38;305,38
20191104;7;237,05;237,05;237,05;174,40;174,40
20191104;8;265,09;265,09;265,09;218,41;228,41
20191104;9;292,20;292,20;292,20;58,98;73,98
20191104;10;299,37;299,37;299,37;-269,36;-249,36
20191104;11;286,63;286,63;286,63;-60,22;-40,22
20191104;12;299,37;299,37;299,37;-419,00;-384,00
20191104;13;320,15;320,15;320,15;-535,35;-500,35
20191104;14;320,17;320,17;320,17;-697,72;-677,72
20191104;15;325,47;325,47;325,47;-755,09;-735,09
20191104;16;320,15;320,15;320,15;-613,26;-598,26
20191104;17;320,15;320,15;320,15;-642,77;-598,77
20191104;18;299,37;299,37;299,37;-158,84;-99,84
20191104;19;291,81;291,81;291,81;66,92;125,92
20191104;20;294,54;294,54;294,54;-51,36;-41,36
20191104;21;320,17;320,17;320,17;-295,02;-188,03
20191104;22;299,37;299,37;299,37;-49,61;-49,61
20191104;23;225,79;225,79;225,79;104,22;104,22
20191104;24;225,79;225,79;225,79;172,70;172,70
20191105;1;195,80;195,80;195,80;1459,78;1459,78
20191105;2;192,04;192,04;192,04;1497,94;1497,94
20191105;3;180,00;180,00;180,00;1323,01;1323,01
20191105;4;180,00;180,00;180,00;1337,40;1337,40
20191105;5;180,00;180,00;180,00;1233,78;1233,78
20191105;6;191,92;191,92;191,92;1127,99;1127,99
20191105;7;222,37;222,37;222,37;1001,97;1211,97
20191105;8;226,40;226,40;226,40;1336,82;1336,82
20191105;9;226,40;226,40;226,40;1190,97;1469,07
20191105;10;226,41;226,41;226,41;1178,27;1266,27
20191105;11;238,69;238,69;238,69;1070,48;1158,48
20191105;12;246,97;246,97;246,97;534,23;622,23
20191105;13;299,37;299,37;299,37;244,94;352,94
20191105;14;318,16;318,16;318,16;-218,45;-13,79
20191105;15;299,37;299,37;299,37;74,11;162,11
20191105;16;299,37;299,37;299,37;47,79;135,79
20191105;17;318,16;318,16;318,16;-272,85;-32,16
20191105;18;320,89;320,89;320,89;-367,11;-125,90
20191105;19;299,37;299,37;299,37;228,76;471,21
20191105;20;242,29;242,29;242,29;558,03;678,03
20191105;21;238,57;238,57;238,57;611,50;697,50
20191105;22;226,40;226,40;226,40;723,55;728,55
20191105;23;207,65;207,65;207,65;911,56;916,56
20191105;24;207,64;207,64;207,64;749,66;749,66
20191106;1;180,00;180,00;180,00;970,83;970,83
20191106;2;174,90;174,90;174,90;1083,33;1083,33
20191106;3;174,90;174,90;174,90;1186,35;1186,35
20191106;4;174,90;174,90;174,90;1184,29;1184,29
20191106;5;174,90;174,90;174,90;1336,38;1336,38
20191106;6;191,46;191,46;191,46;1040,61;1040,61
20191106;7;226,18;226,18;226,18;783,94;783,94
20191106;8;226,18;226,18;226,18;1008,11;1095,11
20191106;9;226,18;226,18;226,18;1062,22;1165,22
20191106;10;220,22;220,22;220,22;1170,85;1303,85
20191106;11;220,22;220,22;220,22;1518,57;1669,57
20191106;12;220,22;220,22;220,22;1516,71;1705,71
20191106;13;226,19;226,19;226,19;927,00;1321,49
20191106;14;227,91;227,91;227,91;845,63;1240,13
20191106;15;226,18;226,18;226,18;998,99;1375,48
20191106;16;226,19;226,19;226,19;877,00;1150,63
20191106;17;238,30;238,30;238,30;749,05;963,55
20191106;18;260,70;260,70;260,70;499,06;762,55
20191106;19;261,80;261,80;261,80;339,51;613,00
20191106;20;238,30;238,30;238,30;556,55;810,05
20191106;21;227,91;227,91;227,91;824,76;1092,76
20191106;22;226,18;226,18;226,18;860,92;887,92
20191106;23;207,47;207,47;207,47;928,79;956,79
20191106;24;191,58;191,58;191,58;1085,22;1085,22
20191107;1;180,00;180,00;180,00;733,78;733,78
20191107;2;180,00;180,00;180,00;952,72;952,72
20191107;3;180,00;180,00;180,00;965,80;965,80
20191107;4;180,00;180,00;180,00;884,81;884,81
20191107;5;180,00;180,00;180,00;833,64;833,64
20191107;6;207,56;207,56;207,56;549,32;549,32
20191107;7;226,30;226,30;226,30;376,47;376,47
20191107;8;222,60;222,60;222,60;564,65;564,65
20191107;9;226,30;226,30;226,30;576,83;576,83
20191107;10;226,30;226,30;226,30;658,57;658,57
20191107;11;222,60;222,60;222,60;827,81;827,81
20191107;12;226,30;226,30;226,30;718,57;738,57
20191107;13;226,30;226,30;226,30;822,78;822,78
20191107;14;226,31;226,31;226,31;578,43;578,43
20191107;15;238,33;238,33;238,33;521,06;671,57
20191107;16;226,30;226,30;226,30;680,69;711,19
20191107;17;259,77;259,77;259,77;130,74;130,74
20191107;18;258,69;258,69;258,69;234,31;284,31
20191107;19;238,45;238,45;238,45;511,04;648,04
20191107;20;222,60;222,60;222,60;1106,83;1106,83
20191107;21;212,52;212,52;212,52;1249,69;1249,69
20191107;22;207,56;207,56;207,56;1195,97;1195,97
20191107;23;191,82;191,82;191,82;1229,38;1229,38
20191107;24;177,22;177,22;177,22;1323,11;1323,11
20191108;1;180,00;180,00;180,00;1068,51;1068,51
20191108;2;180,00;180,00;180,00;1073,12;1073,12
20191108;3;180,00;180,00;180,00;1062,79;1062,79
20191108;4;180,00;180,00;180,00;1100,54;1100,54
20191108;5;180,00;180,00;180,00;1126,62;1126,62
20191108;6;207,47;207,47;207,47;787,13;787,13
20191108;7;226,19;226,19;226,19;629,56;629,56
20191108;8;239,62;239,62;239,62;663,85;663,85
20191108;9;239,62;239,62;239,62;700,63;831,22
20191108;10;239,62;239,62;239,62;686,94;706,94
20191108;11;238,33;238,33;238,33;616,58;616,58
20191108;12;239,62;239,62;239,62;562,63;562,63
20191108;13;239,62;239,62;239,62;604,90;604,90
20191108;14;238,09;238,09;238,09;735,50;735,50
20191108;15;226,19;226,19;226,19;810,51;810,51
20191108;16;226,19;226,19;226,19;961,60;961,60
20191108;17;226,19;226,19;226,19;1067,48;1067,48
20191108;18;238,33;238,33;238,33;677,08;757,08
20191108;19;238,33;238,33;238,33;775,04;806,04
20191108;20;226,19;226,19;226,19;741,11;752,11
20191108;21;226,19;226,19;226,19;824,16;835,16
20191108;22;226,19;226,19;226,19;736,28;747,28
20191108;23;232,18;232,18;232,18;-32,03;-21,04
20191108;24;226,19;226,19;226,19;91,09;102,09
20191109;1;206,47;206,47;206,47;24,42;24,42
20191109;2;206,47;206,47;206,47;193,81;193,81
20191109;3;206,47;206,47;206,47;36,79;36,79
20191109;4;223,00;223,00;223,00;-42,86;-42,86
20191109;5;206,47;206,47;206,47;77,23;77,23
20191109;6;206,47;206,47;206,47;98,57;98,57
20191109;7;223,10;223,10;223,10;2,31;2,31
20191109;8;224,44;224,44;224,44;124,07;124,07
20191109;9;224,99;224,99;224,99;147,06;147,06
20191109;10;258,80;258,80;258,80;-137,26;-117,26
20191109;11;262,89;262,89;262,89;-312,55;-312,55
20191109;12;272,89;272,89;272,89;-394,83;-394,83
20191109;13;266,63;266,63;266,63;-451,13;-451,13
20191109;14;244,13;244,13;244,13;-516,02;-516,02
20191109;15;236,65;236,65;236,65;-472,38;-472,38
20191109;16;236,63;236,63;236,63;-238,64;-238,64
20191109;17;239,74;239,74;239,74;-106,32;-106,32
20191109;18;247,10;247,10;247,10;-133,43;-53,43
20191109;19;241,24;241,24;241,24;118,72;138,72
20191109;20;231,80;231,80;231,80;210,55;210,55
20191109;21;232,70;232,70;232,70;185,95;185,95
20191109;22;224,45;224,45;224,45;297,11;297,11
20191109;23;223,40;223,40;223,40;311,14;311,14
20191109;24;206,47;206,47;206,47;383,57;383,57
20191110;1;187,34;187,34;187,34;783,90;783,90
20191110;2;187,32;187,32;187,32;944,76;944,76
20191110;3;187,30;187,30;187,30;1027,47;1027,47
20191110;4;187,31;187,31;187,31;972,01;972,01
20191110;5;187,45;187,45;187,45;892,80;892,80
20191110;6;187,33;187,33;187,33;832,33;832,33
20191110;7;192,37;192,37;192,37;682,35;682,35
20191110;8;202,55;202,55;202,55;741,54;741,54
20191110;9;203,44;203,44;203,44;870,40;870,40
20191110;10;206,65;206,65;206,65;938,22;958,22
20191110;11;221,94;221,94;221,94;461,63;461,63
20191110;12;224,20;224,20;224,20;268,81;268,81
20191110;13;222,92;222,92;222,92;240,84;240,84
20191110;14;225,21;225,21;225,21;216,30;216,30
20191110;15;212,94;212,94;212,94;297,62;297,62
20191110;16;208,49;208,49;208,49;456,25;456,25
20191110;17;225,21;225,21;225,21;529,47;529,47
20191110;18;235,84;235,84;235,84;676,55;756,55
20191110;19;225,21;225,21;225,21;1169,00;1224,00
20191110;20;218,77;218,77;218,77;1130,66;1130,66
20191110;21;210,92;210,92;210,92;1222,96;1222,96
20191110;22;199,63;199,63;199,63;1291,83;1291,83
20191110;23;206,33;206,33;206,33;820,72;820,72
20191110;24;200,72;200,72;200,72;650,76;650,76
20191111;1;160,00;160,00;160,00;1021,31;1021,31
20191111;2;160,00;160,00;160,00;948,11;948,11
20191111;3;160,00;160,00;160,00;942,92;942,92
20191111;4;160,00;160,00;160,00;925,78;925,78
20191111;5;194,98;194,98;194,98;747,08;747,08
20191111;6;206,07;206,07;206,07;527,39;527,39
20191111;7;206,50;206,50;206,50;257,94;257,94
20191111;8;221,08;221,08;221,08;456,56;456,56
20191111;9;233,20;233,20;233,20;80,49;80,49
20191111;10;225,02;225,02;225,02;276,40;296,40
20191111;11;221,04;221,04;221,04;446,00;466,00
20191111;12;206,50;206,50;206,50;634,57;634,57
20191111;13;206,50;206,50;206,50;598,28;598,28
