Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20200701;1;147,15;147,15;147,15;649,83;760,73
20200701;2;147,15;147,15;147,15;533,14;468,08
20200701;3;176,85;176,85;176,85;207,15;58,36
20200701;4;190,52;190,52;190,52;70,03;9,79
20200701;5;190,56;190,56;190,56;-33,94;164,72
20200701;6;190,50;190,50;190,50;170,14;216,11
20200701;7;201,66;201,66;201,66;29,86;-24,45
20200701;8;147,15;147,15;147,15;311,93;349,93
20200701;9;247,21;247,21;247,21;156,12;326,04
20200701;10;272,89;272,89;272,89;-9,45;352,38
20200701;11;184,37;184,37;184,37;98,65;658,59
20200701;12;147,15;147,15;147,15;199,15;589,78
20200701;13;247,21;247,21;247,21;99,22;346,80
20200701;14;276,98;276,98;276,98;-84,62;-33,68
20200701;15;276,05;276,05;276,05;-347,09;-259,99
20200701;16;275,91;275,91;275,91;-296,55;-214,33
20200701;17;274,32;274,32;274,32;-24,45;13,11
20200701;18;310,85;310,85;310,85;-346,57;-188,49
20200701;19;313,44;313,44;313,44;-582,30;-195,37
20200701;20;327,36;327,36;327,36;-770,44;-370,03
20200701;21;310,85;310,85;310,85;-856,56;-709,19
20200701;22;280,91;280,91;280,91;-716,02;-646,15
20200701;23;262,66;262,66;262,66;-722,43;-624,70
20200701;24;232,06;232,06;232,06;-13,22;360,02
20200702;1;150,24;150,24;150,24;520,65;470,99
20200702;2;192,76;192,76;192,76;190,52;229,69
20200702;3;150,25;150,25;150,25;270,54;306,49
20200702;4;202,63;202,63;202,63;-32,94;-75,37
20200702;5;201,35;201,35;201,35;-93,99;-193,63
20200702;6;195,43;195,43;195,43;53,09;-11,61
20200702;7;239,56;239,56;239,56;-250,02;-235,83
20200702;8;269,46;269,46;269,46;-421,59;-521,12
20200702;9;299,37;299,37;299,37;-415,61;-229,84
20200702;10;293,89;293,89;293,89;-327,02;-100,87
20200702;11;246,06;246,06;246,06;127,18;228,69
20200702;12;246,06;246,06;246,06;118,54;308,58
20200702;13;280,89;280,89;280,89;-215,53;-172,95
20200702;14;285,17;285,17;285,17;-309,63;-231,84
20200702;15;284,89;284,89;284,89;-360,55;-340,85
20200702;16;285,89;285,89;285,89;-613,54;-561,41
20200702;17;279,29;279,29;279,29;-499,81;-315,90
20200702;18;280,89;280,89;280,89;-549,26;-369,93
20200702;19;278,27;278,27;278,27;-463,14;-292,97
20200702;20;285,87;285,87;285,87;-553,36;-457,66
20200702;21;279,29;279,29;279,29;-521,58;-414,30
20200702;22;272,13;272,13;272,13;-450,57;-430,89
20200702;23;267,53;267,53;267,53;-566,37;-737,15
20200702;24;246,06;246,06;246,06;-542,76;-688,72
20200703;1;236,97;236,97;236,97;-88,43;-118,82
20200703;2;224,24;224,24;224,24;22,17;82,32
20200703;3;205,10;205,10;205,10;132,10;-8,11
20200703;4;201,49;201,49;201,49;122,08;115,02
20200703;5;200,67;200,67;200,67;108,34;4,70
20200703;6;206,62;206,62;206,62;65,45;86,81
20200703;7;150,85;150,85;150,85;213,27;288,28
20200703;8;150,84;150,84;150,84;508,38;600,47
20200703;9;150,85;150,85;150,85;230,96;97,54
20200703;10;282,49;282,49;282,49;44,54;40,16
20200703;11;289,89;289,89;289,89;-141,32;6,15
20200703;12;306,43;306,43;306,43;-269,25;-124,16
20200703;13;300,57;300,57;300,57;-319,66;-279,92
