Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20201201;1;235,61;235,61;235,61;44,73;441,77
20201201;2;197,84;197,84;197,84;213,91;450,28
20201201;3;197,84;197,84;197,84;199,36;348,52
20201201;4;235,61;235,61;235,61;131,27;481,85
20201201;5;197,84;197,84;197,84;146,61;543,18
20201201;6;197,84;197,84;197,84;163,56;313,00
20201201;7;290,91;290,91;290,91;-508,25;11,85
20201201;8;341,89;341,89;341,89;-699,76;-128,44
20201201;9;343,17;343,17;343,17;-885,88;-167,03
20201201;10;389,07;389,07;389,07;-1168,59;-440,84
20201201;11;372,61;372,61;372,61;-892,90;237,34
20201201;12;343,14;343,14;343,14;-900,91;-68,55
20201201;13;343,14;343,14;343,14;-777,26;-117,06
20201201;14;342,47;342,47;342,47;-668,74;-341,87
20201201;15;340,00;340,00;340,00;-425,35;-42,23
20201201;16;342,47;342,47;342,47;-735,30;-428,94
20201201;17;579,05;579,05;579,05;-816,09;-417,97
20201201;18;602,06;602,06;602,06;-961,05;-364,48
20201201;19;589,97;589,97;589,97;-1432,79;-268,83
20201201;20;389,79;389,79;389,79;-1454,07;-150,11
20201201;21;341,89;341,89;341,89;-894,25;-239,39
20201201;22;340,00;340,00;340,00;-718,55;-129,84
20201201;23;294,83;294,83;294,83;-788,84;-169,44
20201201;24;250,78;250,78;250,78;-623,41;-18,30
20201202;1;244,51;244,51;244,51;-136,90;101,54
20201202;2;248,15;248,15;248,15;-208,76;99,01
20201202;3;248,15;248,15;248,15;-181,37;-2,04
20201202;4;248,19;248,19;248,19;-326,09;43,88
20201202;5;248,15;248,15;248,15;-198,98;167,87
20201202;6;248,24;248,24;248,24;-534,17;-149,03
20201202;7;298,24;298,24;298,24;-915,44;-511,33
20201202;8;345,31;345,31;345,31;-559,07;-383,43
20201202;9;345,31;345,31;345,31;-426,88;-3,50
20201202;10;555,59;555,59;555,59;-916,78;-435,39
20201202;11;387,26;387,26;387,26;-827,27;-247,93
20201202;12;600,00;600,00;600,00;-1009,40;-384,73
20201202;13;347,00;347,00;347,00;-541,48;96,10
20201202;14;345,34;345,34;345,34;-487,89;204,52
20201202;15;350,00;350,00;350,00;-628,28;-63,49
20201202;16;340,00;340,00;340,00;-102,94;271,11
20201202;17;350,00;350,00;350,00;-490,07;265,87
20201202;18;387,26;387,26;387,26;-594,01;5,34
20201202;19;386,52;386,52;386,52;-851,74;-357,38
20201202;20;350,00;350,00;350,00;-824,70;-335,79
20201202;21;359,86;359,86;359,86;-1328,45;-727,68
20201202;22;343,42;343,42;343,42;-527,69;-80,15
20201202;23;297,54;297,54;297,54;-947,15;-506,32
20201202;24;250,78;250,78;250,78;-889,17;-164,21
20201203;1;252,03;252,03;252,03;-854,44;-445,10
20201203;2;249,50;249,50;249,50;-650,30;-265,83
20201203;3;249,50;249,50;249,50;-609,13;-175,50
20201203;4;249,49;249,49;249,49;-575,08;-121,81
20201203;5;249,49;249,49;249,49;-602,99;-99,15
20201203;6;268,00;268,00;268,00;-1503,90;-884,87
20201203;7;336,94;336,94;336,94;-1704,66;-753,63
20201203;8;362,31;362,31;362,31;-1231,45;-623,50
20201203;9;390,00;390,00;390,00;-1432,78;-710,69
20201203;10;503,70;503,70;503,70;-1917,29;-872,47
20201203;11;497,82;497,82;497,82;-1680,84;-168,72
20201203;12;391,80;391,80;391,80;-1010,85;527,63
20201203;13;395,27;395,27;395,27;-964,43;673,45
20201203;14;360,00;360,00;360,00;-883,77;373,72
20201203;15;409,55;409,55;409,55;-1248,01;17,55
20201203;16;391,56;391,56;391,56;-1434,62;-142,87
20201203;17;392,40;392,40;392,40;-1073,36;361,90
20201203;18;397,74;397,74;397,74;-1522,19;-187,57
20201203;19;389,49;389,49;389,49;-1453,41;-463,41
20201203;20;367,65;367,65;367,65;-1042,37;-298,52
20201203;21;349,50;349,50;349,50;-811,86;-444,41
20201203;22;267,58;267,58;267,58;-494,14;-18,43
20201203;23;252,03;252,03;252,03;-612,70;-223,91
20201203;24;245,78;245,78;245,78;-225,69;190,89
20201204;1;250,66;250,66;250,66;-373,68;-14,49
20201204;2;197,84;197,84;197,84;65,59;214,81
20201204;3;197,84;197,84;197,84;143,99;247,10
20201204;4;197,84;197,84;197,84;135,11;240,65
20201204;5;197,84;197,84;197,84;315,86;317,56
20201204;6;182,85;182,85;182,85;477,73;563,43
20201204;7;260,89;260,89;260,89;-123,86;38,12
20201204;8;261,89;261,89;261,89;134,08;411,25
20201204;9;261,89;261,89;261,89;311,34;411,17
20201204;10;315,89;315,89;315,89;72,81;216,09
20201204;11;340,00;340,00;340,00;-270,51;-85,06
20201204;12;340,00;340,00;340,00;-133,58;-58,52
20201204;13;279,02;279,02;279,02;132,08;185,50
20201204;14;340,00;340,00;340,00;74,90;298,38
20201204;15;340,00;340,00;340,00;72,12;227,65
20201204;16;262,89;262,89;262,89;476,21;679,63
20201204;17;270,91;270,91;270,91;401,73;696,60
20201204;18;250,85;250,85;250,85;852,95;1225,18
20201204;19;197,84;197,84;197,84;970,35;1050,46
20201204;20;251,09;251,09;251,09;620,92;835,30
20201204;21;182,85;182,85;182,85;722,77;853,15
20201204;22;182,84;182,84;182,84;853,07;979,43
20201204;23;182,84;182,84;182,84;836,35;898,43
20201204;24;182,84;182,84;182,84;764,95;769,33
20201205;1;197,84;197,84;197,84;235,86;523,55
20201205;2;183,77;183,77;183,77;854,41;738,82
20201205;3;183,77;183,77;183,77;832,98;851,49
20201205;4;166,19;166,19;166,19;1065,85;1153,47
20201205;5;166,19;166,19;166,19;930,00;824,30
20201205;6;183,77;183,77;183,77;792,11;437,48
20201205;7;183,77;183,77;183,77;535,93;311,17
20201205;8;197,84;197,84;197,84;309,98;343,21
20201205;9;183,77;183,77;183,77;683,80;713,38
20201205;10;197,84;197,84;197,84;252,87;168,91
20201205;11;197,84;197,84;197,84;358,26;659,61
20201205;12;197,84;197,84;197,84;243,50;535,50
20201205;13;183,78;183,78;183,78;372,21;642,93
20201205;14;183,77;183,77;183,77;522,74;424,61
20201205;15;183,78;183,78;183,78;241,18;194,99
20201205;16;197,84;197,84;197,84;196,06;199,94
20201205;17;248,79;248,79;248,79;-58,28;134,09
20201205;18;267,45;267,45;267,45;-15,11;230,60
20201205;19;197,84;197,84;197,84;145,96;202,68
20201205;20;197,84;197,84;197,84;204,18;136,83
20201205;21;197,84;197,84;197,84;191,79;127,07
20201205;22;183,77;183,77;183,77;95,38;-91,78
20201205;23;197,84;197,84;197,84;-163,07;-203,35
20201205;24;183,77;183,77;183,77;230,05;51,28
20201206;1;197,84;197,84;197,84;392,38;317,24
20201206;2;183,78;183,78;183,78;498,62;719,98
20201206;3;166,19;166,19;166,19;858,62;943,41
20201206;4;183,77;183,77;183,77;734,93;867,13
20201206;5;166,19;166,19;166,19;983,07;1037,09
20201206;6;166,19;166,19;166,19;926,76;1010,37
20201206;7;183,77;183,77;183,77;829,24;629,91
20201206;8;166,19;166,19;166,19;918,92;854,29
20201206;9;183,77;183,77;183,77;513,57;543,54
20201206;10;183,78;183,78;183,78;670,82;639,20
20201206;11;183,77;183,77;183,77;503,98;527,93
20201206;12;183,77;183,77;183,77;481,40;499,42
20201206;13;183,77;183,77;183,77;411,53;451,67
20201206;14;166,19;166,19;166,19;940,61;878,60
20201206;15;183,77;183,77;183,77;635,67;584,83
20201206;16;183,77;183,77;183,77;184,88;269,88
20201206;17;197,84;197,84;197,84;-93,92;208,03
20201206;18;183,77;183,77;183,77;325,21;237,69
20201206;19;183,77;183,77;183,77;510,25;458,41
20201206;20;183,77;183,77;183,77;314,99;306,38
20201206;21;183,77;183,77;183,77;155,62;5,62
20201206;22;197,84;197,84;197,84;263,64;227,62
20201206;23;244,59;244,59;244,59;143,96;64,04
20201206;24;197,84;197,84;197,84;174,15;383,49
20201207;1;167,29;167,29;167,29;796,92;955,04
20201207;2;69,01;69,01;69,01;1310,37;1587,09
20201207;3;69,01;69,01;69,01;1423,45;1822,51
20201207;4;69,01;69,01;69,01;1338,25;1804,06
20201207;5;159,00;159,00;159,00;922,86;1020,13
20201207;6;185,09;185,09;185,09;402,20;555,98
20201207;7;185,10;185,10;185,10;268,81;545,77
20201207;8;185,09;185,09;185,09;714,98;664,69
20201207;9;250,89;250,89;250,89;520,29;475,22
20201207;10;268,91;268,91;268,91;289,96;485,94
20201207;11;250,89;250,89;250,89;435,32;755,61
20201207;12;267,96;267,96;267,96;191,80;298,55
20201207;13;265,91;265,91;265,91;246,76;380,64
20201207;14;267,96;267,96;267,96;183,40;185,37
20201207;15;340,00;340,00;340,00;-121,17;-40,75
20201207;16;267,96;267,96;267,96;313,57;188,53
20201207;17;346,23;346,23;346,23;-142,97;-49,41
20201207;18;321,47;321,47;321,47;231,09;481,69
20201207;19;267,96;267,96;267,96;523,56;525,05
20201207;20;271,91;271,91;271,91;396,61;405,70
20201207;21;262,91;262,91;262,91;569,06;511,68
20201207;22;267,68;267,68;267,68;473,58;494,29
20201207;23;197,84;197,84;197,84;286,14;349,31
20201207;24;197,84;197,84;197,84;358,54;573,11
20201208;1;184,00;184,00;184,00;562,88;599,84
20201208;2;183,99;183,99;183,99;681,47;771,63
20201208;3;183,99;183,99;183,99;801,27;893,39
20201208;4;183,99;183,99;183,99;629,51;857,62
20201208;5;183,99;183,99;183,99;817,86;826,83
20201208;6;183,99;183,99;183,99;633,37;623,53
20201208;7;197,84;197,84;197,84;584,02;872,66
20201208;8;265,89;265,89;265,89;607,84;933,37
20201208;9;265,89;265,89;265,89;680,86;757,80
20201208;10;263,91;263,91;263,91;644,61;768,56
20201208;11;267,97;267,97;267,97;611,77;820,87
20201208;12;267,97;267,97;267,97;641,45;865,77
20201208;13;267,97;267,97;267,97;663,06;899,03
20201208;14;263,60;263,60;263,60;856,38;955,58
20201208;15;267,97;267,97;267,97;638,38;821,70
20201208;16;263,91;263,91;263,91;653,87;888,55
20201208;17;268,89;268,89;268,89;587,07;1006,17
20201208;18;263,36;263,36;263,36;893,53;1270,72
20201208;19;253,63;253,63;253,63;1227,91;1510,11
20201208;20;253,63;253,63;253,63;1019,87;1199,64
20201208;21;263,91;263,91;263,91;468,72;411,88
20201208;22;197,84;197,84;197,84;689,07;449,03
20201208;23;197,84;197,84;197,84;329,16;479,92
20201208;24;197,84;197,84;197,84;469,83;532,30
20201209;1;197,84;197,84;197,84;295,86;411,48
20201209;2;184,06;184,06;184,06;556,17;622,83
20201209;3;197,84;197,84;197,84;398,48;568,67
20201209;4;184,06;184,06;184,06;525,98;608,59
20201209;5;184,07;184,07;184,07;495,64;698,64
20201209;6;184,06;184,06;184,06;630,58;893,78
20201209;7;197,84;197,84;197,84;371,94;556,94
20201209;8;340,00;340,00;340,00;35,15;26,78
20201209;9;346,77;346,77;346,77;-418,60;-317,07
20201209;10;347,50;347,50;347,50;-606,99;-298,90
20201209;11;346,77;346,77;346,77;-554,51;-326,76
20201209;12;346,74;346,74;346,74;-294,85;-221,14
20201209;13;347,50;347,50;347,50;-551,71;-264,33
20201209;14;421,63;421,63;421,63;-908,16;-244,07
20201209;15;426,84;426,84;426,84;-921,98;-259,94
20201209;16;530,46;530,46;530,46;-1000,97;-391,70
20201209;17;595,52;595,52;595,52;-1143,91;-189,39
20201209;18;347,50;347,50;347,50;-488,88;73,12
20201209;19;340,00;340,00;340,00;-47,02;129,13
20201209;20;346,74;346,74;346,74;-260,15;-171,49
20201209;21;346,77;346,77;346,77;-487,16;212,39
20201209;22;342,40;342,40;342,40;-361,33;74,47
20201209;23;257,36;257,36;257,36;-396,53;-116,10
20201209;24;241,05;241,05;241,05;66,99;301,10
20201210;1;245,39;245,39;245,39;60,46;-107,09
20201210;2;245,39;245,39;245,39;-35,81;-51,03
20201210;3;245,39;245,39;245,39;-7,24;-26,91
20201210;4;245,39;245,39;245,39;55,19;-75,56
20201210;5;245,39;245,39;245,39;28,27;62,06
20201210;6;251,30;251,30;251,30;-285,51;-104,10
20201210;7;299,87;299,87;299,87;-744,52;-260,77
20201210;8;347,69;347,69;347,69;-836,01;-220,27
20201210;9;347,67;347,67;347,67;-767,07;-333,72
20201210;10;452,66;452,66;452,66;-907,73;-499,63
20201210;11;457,83;457,83;457,83;-1086,94;-503,67
20201210;12;593,44;593,44;593,44;-1260,01;-626,03
20201210;13;1425,50;1425,50;1425,50;-1607,02;-633,68
20201210;14;600,19;600,19;600,19;-1333,53;-338,24
20201210;15;547,31;547,31;547,31;-1161,96;-145,15
20201210;16;598,82;598,82;598,82;-1285,85;-271,70
20201210;17;707,41;707,41;707,41;-1408,00;-347,28
20201210;18;583,73;583,73;583,73;-1193,48;-140,94
20201210;19;581,10;581,10;581,10;-1199,35;-299,51
20201210;20;575,59;575,59;575,59;-1255,64;-234,24
20201210;21;365,95;365,95;365,95;-1026,77;-294,06
20201210;22;347,69;347,69;347,69;-713,36;-160,72
20201210;23;299,34;299,34;299,34;-339,85;-277,68
20201210;24;251,63;251,63;251,63;-449,93;-437,33
20201211;1;250,74;250,74;250,74;-94,28;-1,04
20201211;2;250,70;250,70;250,70;-17,64;29,68
20201211;3;250,74;250,74;250,74;-97,24;16,01
20201211;4;197,88;197,88;197,88;32,48;46,36
20201211;5;250,76;250,76;250,76;-104,34;28,19
20201211;6;256,83;256,83;256,83;-562,59;-473,84
20201211;7;301,99;301,99;301,99;-309,04;-502,35
20201211;8;349,05;349,05;349,05;-528,64;-230,96
20201211;9;346,00;346,00;346,00;-211,72;96,17
20201211;10;348,54;348,54;348,54;-324,02;-102,91
20201211;11;343,09;343,09;343,09;-278,06;33,89
20201211;12;341,20;341,20;341,20;-192,52;71,81
20201211;13;340,88;340,88;340,88;-197,50;139,04
20201211;14;341,58;341,58;341,58;-285,87;208,01
20201211;15;337,89;337,89;337,89;-203,94;261,21
20201211;16;289,65;289,65;289,65;-77,44;167,62
20201211;17;337,89;337,89;337,89;-174,13;170,28
20201211;18;323,25;323,25;323,25;-162,10;233,32
20201211;19;337,89;337,89;337,89;-269,67;86,45
20201211;20;337,89;337,89;337,89;-274,89;28,54
20201211;21;337,89;337,89;337,89;-232,72;-64,82
20201211;22;197,84;197,84;197,84;442,20;476,72
20201211;23;197,84;197,84;197,84;-124,77;2,76
20201211;24;197,84;197,84;197,84;220,60;438,97
20201212;1;256,88;256,88;256,88;-322,92;-381,27
20201212;2;256,86;256,86;256,86;-441,05;-454,70
20201212;3;256,83;256,83;256,83;-449,51;-395,55
20201212;4;256,80;256,80;256,80;-364,45;-385,18
20201212;5;256,80;256,80;256,80;-296,79;-340,89
20201212;6;254,30;254,30;254,30;-234,83;-228,10
20201212;7;256,83;256,83;256,83;-172,57;-148,84
20201212;8;299,23;299,23;299,23;-405,79;-111,37
20201212;9;299,96;299,96;299,96;-458,44;-365,57
20201212;10;353,48;353,48;353,48;-581,45;-486,79
20201212;11;303,52;303,52;303,52;-132,91;-44,39
20201212;12;319,77;319,77;319,77;-237,62;-115,77
20201212;13;335,91;335,91;335,91;-290,43;-111,25
20201212;14;340,00;340,00;340,00;-349,54;-298,19
20201212;15;339,58;339,58;339,58;-326,09;-254,95
20201212;16;355,91;355,91;355,91;-562,63;-480,92
20201212;17;365,91;365,91;365,91;-675,75;-346,36
20201212;18;315,91;315,91;315,91;-523,86;-216,26
20201212;19;319,77;319,77;319,77;-712,91;-599,85
20201212;20;299,23;299,23;299,23;-912,13;-872,01
20201212;21;259,03;259,03;259,03;-516,51;-596,68
20201212;22;256,90;256,90;256,90;-383,17;-431,40
20201212;23;256,81;256,81;256,81;-381,80;-442,56
20201212;24;256,80;256,80;256,80;-372,93;-426,85
20201213;1;255,53;255,53;255,53;-253,92;-268,38
20201213;2;255,51;255,51;255,51;-200,29;-324,58
20201213;3;252,07;252,07;252,07;-140,19;-316,33
20201213;4;255,51;255,51;255,51;-201,17;-259,02
20201213;5;255,56;255,56;255,56;-317,04;-250,59
20201213;6;255,59;255,59;255,59;-383,33;-289,62
20201213;7;255,60;255,60;255,60;-431,42;-279,28
20201213;8;258,16;258,16;258,16;-741,58;-290,97
20201213;9;255,54;255,54;255,54;-269,85;-66,27
20201213;10;252,05;252,05;252,05;-79,59;10,16
20201213;11;264,19;264,19;264,19;-210,88;-212,48
20201213;12;299,77;299,77;299,77;-324,89;-290,66
20201213;13;271,26;271,26;271,26;-144,21;-78,13
20201213;14;271,26;271,26;271,26;1,62;-44,69
20201213;15;299,80;299,80;299,80;-357,42;-347,39
20201213;16;301,04;301,04;301,04;-347,35;-335,51
20201213;17;320,91;320,91;320,91;-458,33;-183,93
20201213;18;330,91;330,91;330,91;-562,22;-296,25
20201213;19;330,91;330,91;330,91;-550,73;-479,09
20201213;20;304,44;304,44;304,44;-517,68;-350,77
