Data;Godzina;CRO;CROs;CROz;Stan zakontraktowania;Niezbilansowanie
20191001;1;199,43;199,43;199,43;1875,47;1875,47
20191001;2;199,31;199,31;199,31;1852,17;1852,17
20191001;3;199,31;199,31;199,31;1812,84;1812,84
20191001;4;200,03;200,03;200,03;1490,43;1490,43
20191001;5;200,27;200,27;200,27;1384,89;1384,89
20191001;6;200,39;200,39;200,39;1418,75;1418,75
20191001;7;215,31;215,31;215,31;1137,05;1137,05
20191001;8;215,31;215,31;215,31;1784,51;1784,51
20191001;9;222,43;222,43;222,43;1556,01;1556,01
20191001;10;222,43;222,43;222,43;1356,00;1356,00
20191001;11;215,31;215,31;215,31;1532,54;1552,54
20191001;12;215,31;215,31;215,31;1534,60;1554,60
20191001;13;222,43;222,43;222,43;1512,18;1512,18
20191001;14;222,43;222,43;222,43;1538,33;1538,33
20191001;15;215,31;215,31;215,31;1443,41;1443,41
20191001;16;215,31;215,31;215,31;1653,73;1653,73
20191001;17;207,18;207,18;207,18;1786,95;1786,95
20191001;18;215,31;215,31;215,31;1558,70;1558,70
20191001;19;222,43;222,43;222,43;1245,10;1245,10
20191001;20;224,76;224,76;224,76;963,12;1073,12
20191001;21;215,31;215,31;215,31;1593,64;1593,64
20191001;22;200,75;200,75;200,75;1273,51;1273,51
20191001;23;206,82;206,82;206,82;1262,58;1262,58
20191001;24;200,15;200,15;200,15;1602,11;1602,11
20191002;1;184,30;184,30;184,30;1278,05;1278,05
20191002;2;193,02;193,02;193,02;1068,95;1068,95
20191002;3;191,69;191,69;191,69;1101,81;1101,81
20191002;4;190,78;190,78;190,78;1190,89;1190,89
20191002;5;195,00;195,00;195,00;1106,76;1106,76
20191002;6;195,00;195,00;195,00;1143,03;1143,03
20191002;7;231,65;231,65;231,65;559,49;559,49
20191002;8;249,35;249,35;249,35;504,56;504,56
20191002;9;240,00;240,00;240,00;655,03;655,03
20191002;10;240,00;240,00;240,00;703,74;703,74
20191002;11;239,71;239,71;239,71;798,38;818,38
20191002;12;251,47;251,47;251,47;627,17;647,17
20191002;13;235,03;235,03;235,03;915,12;915,12
20191002;14;239,71;239,71;239,71;789,48;789,48
20191002;15;243,39;243,39;243,39;592,53;592,53
20191002;16;246,73;246,73;246,73;522,08;522,08
20191002;17;251,47;251,47;251,47;382,23;382,23
20191002;18;269,09;269,09;269,09;71,50;71,50
20191002;19;284,08;284,08;284,08;-64,37;-64,37
20191002;20;299,37;299,37;299,37;-155,32;-75,32
20191002;21;268,63;268,63;268,63;272,82;272,82
20191002;22;248,48;248,48;248,48;282,26;282,26
20191002;23;228,91;228,91;228,91;748,86;748,86
20191002;24;195,00;195,00;195,00;957,73;957,73
20191003;1;221,47;221,47;221,47;707,36;707,36
20191003;2;210,74;210,74;210,74;871,46;871,46
20191003;3;205,66;205,66;205,66;902,52;902,52
20191003;4;195,00;195,00;195,00;1004,12;1004,12
20191003;5;195,00;195,00;195,00;928,00;928,00
20191003;6;195,00;195,00;195,00;943,35;943,35
20191003;7;237,37;237,37;237,37;454,62;454,62
20191003;8;299,37;299,37;299,37;494,55;494,55
20191003;9;317,37;317,37;317,37;316,34;316,34
20191003;10;317,38;317,38;317,38;239,98;239,98
20191003;11;317,37;317,37;317,37;382,46;397,46
20191003;12;240,00;240,00;240,00;640,47;655,47
20191003;13;299,37;299,37;299,37;616,49;616,49
20191003;14;317,37;317,37;317,37;372,11;372,11
20191003;15;300,91;300,91;300,91;398,52;398,52
20191003;16;299,37;299,37;299,37;542,84;542,84
20191003;17;235,08;235,08;235,08;993,37;993,37
20191003;18;226,80;226,80;226,80;1007,92;1007,92
20191003;19;299,37;299,37;299,37;575,86;575,86
20191003;20;317,38;317,38;317,38;90,36;309,23
20191003;21;299,37;299,37;299,37;511,94;697,10
20191003;22;240,00;240,00;240,00;625,98;811,14
20191003;23;195,00;195,00;195,00;834,84;834,84
20191003;24;225,28;225,28;225,28;665,58;665,58
20191004;1;225,02;225,02;225,02;602,31;602,31
20191004;2;185,00;185,00;185,00;745,32;745,32
20191004;3;192,23;192,23;192,23;662,81;662,81
20191004;4;224,70;224,70;224,70;606,63;606,63
20191004;5;224,81;224,81;224,81;569,55;569,55
20191004;6;231,75;231,75;231,75;531,55;531,55
20191004;7;274,64;274,64;274,64;53,14;53,14
20191004;8;317,97;317,97;317,97;-56,20;151,80
20191004;9;326,89;326,89;326,89;-320,71;-112,71
20191004;10;317,97;317,97;317,97;-293,29;-85,29
20191004;11;317,97;317,97;317,97;-177,14;50,86
20191004;12;317,97;317,97;317,97;-51,84;176,16
20191004;13;317,96;317,96;317,96;-6,87;231,13
20191004;14;317,97;317,97;317,97;-57,47;180,53
20191004;15;316,96;316,96;316,96;309,12;361,27
20191004;16;316,96;316,96;316,96;255,62;255,62
20191004;17;299,37;299,37;299,37;565,61;565,61
20191004;18;316,51;316,51;316,51;414,82;414,82
20191004;19;316,96;316,96;316,96;244,85;244,85
20191004;20;316,96;316,96;316,96;237,21;252,21
20191004;21;233,57;233,57;233,57;798,69;813,69
20191004;22;286,87;286,87;286,87;712,02;712,02
20191004;23;248,75;248,75;248,75;540,83;554,83
