Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2019-11-01;1;16005,725;7977,675;-11,363;75,638;5909,138;859,575;1271,863
2019-11-01;2;15295,150;7780,150;-11,813;76,788;5813,500;786,450;930,438
2019-11-01;3;14990,450;7653,538;-11,913;79,050;5686,575;827,838;834,625
2019-11-01;4;14803,650;7800,275;-11,388;77,100;5624,225;791,550;599,538
2019-11-01;5;14808,450;7913,363;-11,475;78,175;5673,488;794,775;444,513
2019-11-01;6;14776,738;7950,300;-11,413;76,375;5761,250;759,988;321,050
2019-11-01;7;14614,325;7936,588;-11,188;73,913;5757,638;677,250;252,475
2019-11-01;8;15040,088;8048,025;-11,563;76,763;5809,575;758,100;444,288
2019-11-01;9;15720,000;8487,238;-10,100;77,475;5893,513;881,775;469,525
2019-11-01;10;15780,063;8327,175;33,188;77,475;5712,063;747,375;1005,350
2019-11-01;11;15511,175;8147,475;21,788;8,900;5575,400;744,663;1051,500
2019-11-01;12;15061,438;7561,525;18,963;0,000;5712,050;746,300;1047,800
2019-11-01;13;14970,038;7683,563;28,000;0,000;5824,788;790,088;685,088
2019-11-01;14;15172,913;7743,525;149,475;0,000;6125,013;860,263;454,288
2019-11-01;15;15158,563;7598,363;180,063;0,000;6431,313;848,000;287,138
2019-11-01;16;15259,525;7903,163;180,025;0,000;6811,925;722,313;-171,563
2019-11-01;17;16419,963;7821,600;130,513;0,000;7581,938;781,700;243,613
2019-11-01;18;17353,863;7831,575;262,113;0,000;8364,163;821,238;343,588
2019-11-01;19;17458,963;7598,000;371,138;0,000;8700,488;778,713;393,013
2019-11-01;20;17410,400;7615,400;312,175;0,000;8681,688;585,725;540,900
2019-11-01;21;17135,563;7533,138;300,675;0,000;8634,325;386,800;596,800
2019-11-01;22;16529,813;7509,350;182,038;0,000;8561,238;225,400;245,350
2019-11-01;23;15777,200;7903,263;123,813;0,000;8261,338;23,925;-398,088
2019-11-01;24;14908,475;7658,063;-9,938;0,000;8177,400;-376,488;-532,450
2019-11-02;1;14058,900;7431,913;-110,250;0,000;8102,613;-633,075;-722,413
2019-11-02;2;13691,863;7907,613;-581,575;0,000;7970,388;-862,475;-733,763
2019-11-02;3;13600,200;7810,500;-605,563;0,000;8032,175;-902,238;-721,375
2019-11-02;4;13539,950;7471,813;-603,513;0,000;8066,150;-664,238;-724,925
2019-11-02;5;13737,963;7269,650;-508,138;0,000;8079,213;-345,875;-747,700
2019-11-02;6;14273,588;7666,288;-456,975;0,000;8023,650;-228,338;-726,250
2019-11-02;7;15109,088;7713,525;-286,713;0,000;7983,475;-56,400;-244,375
2019-11-02;8;16047,100;7881,900;-79,250;0,000;7921,013;82,563;256,188
2019-11-02;9;17256,300;8691,363;-6,388;0,000;7840,275;303,988;434,200
2019-11-02;10;18024,963;9080,613;-5,813;0,000;7802,350;532,113;624,625
2019-11-02;11;18265,738;9038,900;10,625;0,000;7740,350;761,613;737,725
2019-11-02;12;18426,175;9140,375;-3,150;0,000;7668,950;887,475;746,900
2019-11-02;13;18455,500;9299,563;-3,925;0,000;7603,450;819,375;749,200
2019-11-02;14;18566,075;9525,475;-2,575;0,000;7529,688;769,975;750,400
2019-11-02;15;18384,238;9339,188;-4,800;0,000;7529,138;780,938;746,800
2019-11-02;16;18245,325;9151,275;-3,275;0,000;7591,400;757,213;745,538
2019-11-02;17;19034,000;9702,913;114,075;0,000;7809,375;789,950;745,175
2019-11-02;18;19560,313;9948,700;348,913;0,000;8036,413;836,775;748,438
2019-11-02;19;19389,925;9603,700;336,375;0,000;8195,025;857,288;747,575
2019-11-02;20;19182,538;9290,250;336,913;0,000;8295,313;881,463;730,250
2019-11-02;21;18513,263;8411,350;317,688;0,000;8205,138;789,813;1117,238
2019-11-02;22;17489,863;8010,288;6,363;0,000;7955,225;520,175;1023,563
2019-11-02;23;16500,163;7774,863;-11,500;0,000;7648,713;357,838;741,188
2019-11-02;24;15523,438;7700,513;-83,150;0,000;7329,175;152,325;433,025
2019-11-03;1;14694,850;7652,438;-287,963;0,000;7038,800;48,675;249,275
2019-11-03;2;14095,313;7567,463;-337,375;0,000;6758,538;-30,988;142,988
2019-11-03;3;13755,700;7580,475;-336,575;0,000;6437,400;8,213;67,225
2019-11-03;4;13610,288;7551,863;-431,563;0,000;6454,550;-6,413;47,200
2019-11-03;5;13763,025;7725,888;-460,975;0,000;6397,588;52,825;48,838
2019-11-03;6;13983,075;7869,438;-460,675;0,000;6397,113;41,400;139,113
2019-11-03;7;14105,913;7990,038;-225,438;0,000;6350,163;-5,400;0,675
2019-11-03;8;14549,488;7998,763;-10,025;0,000;6286,313;37,113;242,013
2019-11-03;9;15449,963;8622,675;-10,900;0,000;6046,388;281,838;512,413
2019-11-03;10;16142,500;9235,950;-10,700;0,000;5718,788;484,050;716,900
2019-11-03;11;16488,500;9440,325;-10,575;0,000;5509,813;613,063;934,100
2019-11-03;12;16584,475;9277,313;14,838;0,000;5356,025;776,525;1180,225
2019-11-03;13;16707,400;9058,063;36,050;0,000;5255,975;1075,700;1326,625
2019-11-03;14;16838,188;9261,213;20,925;0,000;5149,688;1105,413;1333,838
2019-11-03;15;16545,025;9002,325;-5,838;0,000;5171,038;1050,563;1331,775
2019-11-03;16;16418,613;8925,000;-7,750;0,000;5183,063;992,275;1330,550
2019-11-03;17;17397,638;9728,375;-7,200;0,000;5256,163;1082,000;1333,800
2019-11-03;18;18204,288;10469,588;8,788;0,000;5333,275;1085,875;1334,850
2019-11-03;19;18410,250;10554,738;13,925;0,000;5372,425;1152,838;1339,875
2019-11-03;20;18375,338;10692,763;-3,850;0,000;5287,913;1045,350;1357,738
2019-11-03;21;18017,325;10277,525;-7,638;0,000;5342,113;1092,788;1320,600
2019-11-03;22;17163,188;9734,325;-6,500;0,000;5367,025;983,375;1103,700
2019-11-03;23;16408,988;9577,713;-7,450;0,000;5294,250;797,700;756,725
2019-11-03;24;15472,238;9357,700;-10,825;0,000;5277,563;412,763;449,675
2019-11-04;1;14807,338;9302,300;-101,375;0,000;5244,013;319,763;66,538
2019-11-04;2;14409,850;9175,400;-281,738;0,000;5231,250;251,800;45,663
2019-11-04;3;14234,050;9092,100;-355,963;0,000;5235,888;225,438;46,063
2019-11-04;4;14204,938;9099,963;-354,975;0,000;5209,513;207,913;46,138
2019-11-04;5;14755,063;9448,375;-354,875;0,000;5410,788;209,663;45,850
2019-11-04;6;15991,875;10555,475;-329,213;7,338;5529,713;184,488;62,138
2019-11-04;7;19026,463;12751,850;-27,263;21,975;5620,063;353,663;331,213
2019-11-04;8;21246,038;14157,788;-7,075;32,900;5842,863;621,075;635,038
2019-11-04;9;22443,875;14855,638;14,750;40,463;5835,825;847,650;915,288
2019-11-04;10;22706,075;15038,275;182,638;53,100;5774,763;763,313;1142,863
2019-11-04;11;22573,175;14746,375;17,288;67,738;5741,338;931,963;1162,700
2019-11-04;12;22948,125;15292,813;96,488;74,700;5658,713;853,088;1152,863
2019-11-04;13;23207,050;15330,150;173,738;89,813;5752,050;996,913;1139,288
2019-11-04;14;23249,338;15706,013;300,013;89,375;5490,175;934,450;1134,288
2019-11-04;15;22935,763;15567,888;182,738;90,200;5302,075;905,863;1156,225
2019-11-04;16;22877,925;15564,488;117,925;90,188;5270,038;887,338;1158,800
2019-11-04;17;23506,838;16008,313;235,913;90,200;5392,563;953,575;1158,800
2019-11-04;18;23832,388;16041,950;461,075;90,238;5700,425;929,013;1158,975
2019-11-04;19;23439,650;15545,363;50,550;89,088;5904,263;846,338;1158,963
2019-11-04;20;23368,700;15295,350;27,013;71,325;5990,763;936,313;1158,538
2019-11-04;21;22636,525;14586,650;296,713;70,200;6073,950;831,063;1158,525
2019-11-04;22;21020,713;12874,388;127,100;70,300;6186,238;826,913;1157,163
2019-11-04;23;19395,725;11229,913;33,388;70,263;6276,300;773,738;1134,363
2019-11-04;24;18128,663;10693,163;-9,950;70,188;6272,513;501,425;679,638
2019-11-05;1;17145,050;9914,900;-101,675;70,150;6274,100;641,175;422,638
2019-11-05;2;16650,013;10152,600;-389,188;70,288;6295,988;397,888;201,025
2019-11-05;3;16392,788;10334,800;-472,888;70,288;6228,788;220,250;86,163
2019-11-05;4;16471,100;10565,438;-680,325;70,475;6308,238;195,763;83,975
2019-11-05;5;16670,738;10589,950;-707,175;70,325;6271,700;237,388;282,788
2019-11-05;6;17598,713;10742,738;-570,700;70,275;6436,525;523,100;472,813
2019-11-05;7;20027,350;12111,113;-76,050;70,300;6641,988;883,025;460,038
2019-11-05;8;21801,613;13660,613;-6,400;69,888;6863,088;931,400;353,888
2019-11-05;9;22691,763;14311,525;-7,288;75,038;6821,150;1040,938;528,650
2019-11-05;10;22915,025;14191,513;-7,288;105,700;6683,925;980,088;1082,138
2019-11-05;11;22762,763;14188,813;-6,900;105,188;6434,525;1000,025;1152,013
2019-11-05;12;23069,650;14914,338;102,463;105,163;6052,188;965,475;1154,763
2019-11-05;13;23268,650;15204,675;135,425;105,025;5867,925;1074,800;1136,963
2019-11-05;14;23397,625;15969,175;283,838;136,963;5646,213;1003,238;788,975
2019-11-05;15;22988,050;15549,463;320,825;226,050;5353,063;1018,663;1073,163
2019-11-05;16;23057,463;15818,400;299,263;318,288;5295,763;1114,713;831,688
2019-11-05;17;23924,738;16458,313;34,675;371,788;5341,988;1293,638;835,363
2019-11-05;18;24245,825;16541,550;175,463;442,938;5560,900;1187,525;950,925
2019-11-05;19;23792,700;15919,413;291,563;236,363;5580,950;1470,088;828,588
2019-11-05;20;23637,700;15238,738;313,975;230,650;5592,713;1680,438;1143,375
2019-11-05;21;22843,938;14518,063;188,563;229,900;5549,438;1637,975;1156,388
2019-11-05;22;21305,413;12935,550;-6,738;233,963;5530,688;1707,663;1156,250
2019-11-05;23;19568,713;11338,075;-6,563;294,913;5409,713;1682,375;1155,475
2019-11-05;24;18302,600;10348,975;-7,725;302,000;5372,325;1448,763;1151,100
2019-11-06;1;17266,788;9937,350;-178,138;355,025;5262,138;1220,063;1033,825
2019-11-06;2;16776,913;9945,788;-218,338;360,225;5260,975;996,050;798,738
2019-11-06;3;16462,025;9919,300;-463,350;359,575;5334,100;924,638;750,400
2019-11-06;4;16590,338;10102,375;-670,138;359,413;5362,063;994,000;802,988
2019-11-06;5;16861,300;10031,625;-798,138;359,700;5448,663;1227,275;953,788
2019-11-06;6;17750,750;10584,613;-458,300;359,850;5675,188;1473,275;480,663
2019-11-06;7;20264,000;12403,950;-26,725;359,500;5841,563;1509,113;536,988
2019-11-06;8;22176,325;14385,663;-6,338;375,625;5957,738;1440,813;405,700
2019-11-06;9;23085,825;14763,475;17,250;417,613;6118,150;1552,563;654,263
2019-11-06;10;23221,650;14406,538;200,300;463,138;6202,150;1513,113;1107,975
2019-11-06;11;22868,663;13978,263;249,625;477,963;6256,713;1499,063;1158,150
2019-11-06;12;23001,175;13985,538;70,588;478,325;6366,000;1511,463;1158,275
2019-11-06;13;23027,763;14354,188;-4,813;476,763;6398,175;1142,175;1149,238
2019-11-06;14;23006,563;14439,200;-7,188;477,413;6411,150;1221,688;955,638
2019-11-06;15;22726,375;14295,875;-6,625;476,750;6288,700;1235,038;915,675
2019-11-06;16;22737,375;14495,763;-6,563;476,938;6188,025;1274,025;786,663
2019-11-06;17;23598,313;15254,925;-6,463;477,663;6257,600;1409,713;674,163
2019-11-06;18;24129,900;15572,050;290,763;477,288;6479,588;1283,113;799,138
2019-11-06;19;23813,188;15728,613;377,188;475,213;6409,300;980,150;694,775
2019-11-06;20;23654,750;15061,900;534,163;441,138;6229,900;1271,500;1105,725
2019-11-06;21;22841,113;14217,213;320,000;429,400;5991,838;1487,425;1158,425
2019-11-06;22;21294,963;12864,238;33,625;430,075;5912,638;1379,425;1157,888
2019-11-06;23;19703,125;11221,050;-8,500;429,175;5870,200;1477,900;1157,688
2019-11-06;24;18359,350;9984,275;-35,188;429,200;5757,113;1504,150;1157,288
2019-11-07;1;17348,450;9543,775;-294,250;429,150;5520,350;1475,363;1111,575
2019-11-07;2;16752,988;9497,213;-342,750;429,525;5440,463;1220,538;944,788
2019-11-07;3;16383,388;9397,400;-342,450;429,500;5415,125;1067,163;852,413
2019-11-07;4;16422,950;9341,150;-358,525;429,525;5314,838;1181,138;950,788
2019-11-07;5;16776,238;9430,363;-456,550;429,813;5253,550;1439,400;1116,325
2019-11-07;6;17589,500;10274,225;-183,325;429,800;5201,113;1398,963;899,763
2019-11-07;7;20301,100;12652,825;57,125;429,563;5286,950;1475,975;887,388
2019-11-07;8;22042,875;14436,150;-6,713;429,950;5367,038;1538,163;715,000
2019-11-07;9;22968,450;15625,188;-6,563;434,188;5342,575;1486,250;524,450
2019-11-07;10;23076,963;15252,425;-6,925;463,438;5286,888;1490,113;1066,875
2019-11-07;11;22831,813;15006,800;-6,288;463,900;5220,238;1457,638;1157,275
2019-11-07;12;22966,888;15202,325;11,488;464,963;5167,213;1451,675;1157,650
2019-11-07;13;22991,438;15313,313;-4,050;464,750;5121,088;1451,425;1123,013
2019-11-07;14;23126,788;15680,613;-6,675;464,475;5090,363;1507,300;861,900
2019-11-07;15;22785,138;15692,013;-6,350;464,838;5131,713;1448,813;522,388
2019-11-07;16;22948,338;15808,888;-4,250;463,475;5279,563;1483,988;377,100
2019-11-07;17;23950,525;16645,038;13,950;464,725;5434,188;1495,088;371,550
2019-11-07;18;24308,275;16755,525;296,088;463,313;5668,788;1448,725;443,088
2019-11-07;19;23926,538;15993,763;371,638;433,950;5935,188;1429,288;576,263
2019-11-07;20;23663,163;14959,950;293,625;428,850;6145,313;1454,425;1118,500
2019-11-07;21;23020,525;14021,788;97,450;429,763;6357,413;1495,300;1157,088
2019-11-07;22;21464,825;12317,338;-6,500;429,763;6452,075;1552,638;1156,750
2019-11-07;23;19814,200;10695,063;-9,075;429,763;6490,688;1490,575;1156,838
2019-11-07;24;18493,250;9531,075;-26,725;429,675;6430,163;1438,350;1128,175
2019-11-08;1;17481,625;9540,825;-145,350;429,988;6411,813;1171,275;512,463
2019-11-08;2;16964,450;9804,038;-257,563;428,775;6339,875;612,888;467,600
2019-11-08;3;16625,325;9905,800;-324,850;429,525;6293,663;404,413;352,238
2019-11-08;4;16684,113;9834,763;-325,413;379,263;6311,525;459,825;409,713
2019-11-08;5;16940,975;9786,225;-273,638;251,525;6260,000;680,300;493,413
2019-11-08;6;17818,575;10092,300;-29,088;250,088;6284,538;800,563;675,888
2019-11-08;7;20409,875;11718,313;-6,350;125,738;6364,713;1489,488;838,275
2019-11-08;8;22200,838;13803,788;-3,650;70,100;6416,138;1419,425;566,788
2019-11-08;9;23083,500;14440,988;-2,763;70,250;6426,163;1657,363;557,263
