Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2020-05-01;1;14442,200;8213,125;-11,700;0,000;5655,738;457,138;133,138
2020-05-01;2;13799,513;8227,425;-175,713;0,000;5689,963;13,463;42,850
2020-05-01;3;13239,888;7929,350;-330,050;0,000;5770,438;-128,050;2,838
2020-05-01;4;13122,038;7953,425;-667,500;0,000;5867,638;-20,638;-2,400
2020-05-01;5;12928,588;7771,838;-819,450;0,000;5944,475;26,400;11,338
2020-05-01;6;12201,175;7205,525;-818,125;0,000;5811,863;-15,175;24,238
2020-05-01;7;12289,313;7533,938;-816,750;0,000;5548,863;10,963;19,288
2020-05-01;8;13079,625;8104,013;-604,763;0,000;5497,288;59,063;31,275
2020-05-01;9;14023,925;8199,700;-154,088;0,000;5453,613;325,575;207,850
2020-05-01;10;14866,125;8399,913;-9,725;0,000;5465,988;608,538;404,188
2020-05-01;11;15402,375;8333,650;9,525;0,000;5431,238;952,150;690,513
2020-05-01;12;15737,475;8433,975;15,213;0,000;5403,588;1139,763;761,850
2020-05-01;13;15756,063;8432,413;-3,250;0,000;5315,775;1124,175;891,038
2020-05-01;14;15888,625;8494,913;-5,825;0,000;5299,400;1196,688;901,588
2020-05-01;15;15499,950;8338,113;-5,875;0,000;5091,188;1173,725;897,163
2020-05-01;16;15023,325;8210,900;-6,125;9,513;4911,813;1042,175;863,425
2020-05-01;17;14709,950;8074,175;-5,525;65,400;4816,763;973,488;852,788
2020-05-01;18;14578,250;7928,438;-5,650;158,625;4591,313;1168,600;896,413
2020-05-01;19;14684,925;8049,375;-5,775;230,825;4219,938;1504,825;910,788
2020-05-01;20;15054,550;8599,400;11,500;230,138;4098,588;1452,538;906,225
2020-05-01;21;15731,575;9007,363;112,550;188,937;4375,788;1430,425;920,775
