Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2019-06-01;1;16288,325;10586,563;-6,413;0,000;3653,900;775,950;1290,813
2019-06-01;2;15612,413;10143,700;-6,563;0,000;3560,313;636,063;1289,188
2019-06-01;3;15152,713;9793,863;-9,025;0,000;3510,375;588,813;1281,113
2019-06-01;4;14927,825;9656,413;-9,713;0,000;3522,038;548,613;1215,613
2019-06-01;5;14430,075;9562,075;-9,750;0,000;3512,038;377,325;996,925
2019-06-01;6;14280,463;9567,188;-9,538;0,000;3416,375;323,275;987,775
2019-06-01;7;15330,963;10262,413;-9,013;0,000;3358,563;451,013;1273,200
2019-06-01;8;16868,863;11566,113;-5,513;0,000;3329,475;700,150;1287,538
2019-06-01;9;18231,375;12699,975;67,275;0,000;3445,788;831,188;1262,225
2019-06-01;10;19052,800;13477,738;120,238;0,000;3464,600;844,238;1289,738
2019-06-01;11;19183,288;13625,675;127,288;0,000;3517,438;758,688;1293,313
2019-06-01;12;19251,450;13568,088;128,188;0,000;3623,863;773,900;1291,688
2019-06-01;13;19104,100;13387,150;64,463;0,000;3648,513;805,888;1275,888
2019-06-01;14;18664,850;12865,025;3,263;0,000;3672,713;845,688;1293,913
2019-06-01;15;17976,625;12178,075;-3,613;0,000;3715,750;806,138;1292,088
2019-06-01;16;17691,625;11933,775;-2,650;0,000;3676,313;793,013;1291,450
2019-06-01;17;17445,950;11770,400;17,713;0,000;3611,263;772,125;1290,675
2019-06-01;18;17277,288;11571,338;259,900;0,000;3598,950;820,738;1290,125
2019-06-01;19;17212,950;11570,675;347,738;0,000;3558,225;797,613;1293,300
2019-06-01;20;17329,838;11717,025;369,088;0,000;3498,588;823,663;1296,588
2019-06-01;21;17353,000;11713,088;384,238;0,000;3555,513;784,900;1300,613
2019-06-01;22;17714,888;12118,088;226,625;0,000;3505,063;852,413;1244,325
2019-06-01;23;16898,100;11252,238;3,663;0,000;3616,238;752,550;1284,900
2019-06-01;24;15633,600;9941,688;-6,375;0,000;3742,413;672,400;1289,263
2019-06-02;1;14386,238;8959,113;-7,525;0,000;3619,425;526,725;1288,250
2019-06-02;2;13784,450;9128,625;-10,325;0,000;3520,575;303,600;843,200
2019-06-02;3;13392,000;9342,200;-11,388;0,000;3490,075;107,300;468,800
2019-06-02;4;13169,700;9364,050;-27,888;0,000;3431,963;73,625;325,113
2019-06-02;5;12621,275;9159,775;-141,613;0,000;3380,150;9,813;213,613
2019-06-02;6;12455,638;9014,700;-142,650;0,000;3353,263;10,850;222,825
2019-06-02;7;12950,400;8997,413;-92,038;0,000;3295,725;205,838;544,563
2019-06-02;8;13898,725;9385,950;-9,875;0,000;3232,588;382,563;909,288
2019-06-02;9;14917,875;10046,588;83,638;0,000;3175,350;653,463;1050,375
2019-06-02;10;15708,138;10625,325;328,338;0,000;3249,400;663,213;1182,863
2019-06-02;11;16056,900;10730,988;118,525;0,000;3318,863;786,238;1234,638
2019-06-02;12;16136,488;10788,513;122,375;0,000;3364,488;720,200;1276,450
2019-06-02;13;16242,563;10991,363;126,275;0,000;3434,888;534,588;1292,125
2019-06-02;14;16202,288;10919,975;41,638;0,000;3478,725;529,588;1289,988
2019-06-02;15;15802,438;10413,213;-1,163;0,000;3417,325;711,163;1270,575
2019-06-02;16;15536,125;10408,800;-8,750;0,000;3380,875;574,450;1179,163
2019-06-02;17;15442,663;10195,450;-10,100;0,000;3267,188;759,213;1225,463
2019-06-02;18;15592,663;10376,313;57,000;0,000;3190,325;794,250;1231,113
2019-06-02;19;15829,088;10664,188;126,125;0,000;3178,475;786,113;1202,463
2019-06-02;20;16138,988;10878,313;202,088;0,000;3250,325;723,213;1291,138
2019-06-02;21;16442,000;11048,763;459,963;0,000;3474,025;630,850;1290,938
2019-06-02;22;17002,088;11087,825;400,213;0,000;3877,850;754,550;1291,213
2019-06-02;23;16434,463;10368,825;225,263;0,000;4221,713;615,588;1236,238
