Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2019-02-01;1;18765,913;11919,838;-8,463;0,000;6467,350;470,825;-74,050
2019-02-01;2;18248,625;11630,275;-9,438;0,000;6398,000;459,113;-218,425
2019-02-01;3;17886,125;11504,925;-9,750;0,000;6386,775;304,138;-288,838
2019-02-01;4;17820,938;11443,513;-8,475;0,000;6434,638;245,450;-283,550
2019-02-01;5;18178,363;11570,175;-9,250;0,000;6562,638;343,900;-288,325
2019-02-01;6;18976,275;12024,050;-9,213;0,000;6652,138;477,338;-168,088
2019-02-01;7;21379,475;13368,325;-8,100;0,000;6806,900;430,400;783,063
2019-02-01;8;23022,025;14778,300;-6,500;0,000;7057,413;428,900;763,238
2019-02-01;9;24030,425;14981,188;53,700;0,000;7277,413;552,663;1233,300
2019-02-01;10;24432,175;15377,350;89,638;0,000;7293,213;513,625;1257,350
2019-02-01;11;24388,425;15559,600;29,450;0,000;7139,700;444,825;1246,388
2019-02-01;12;24607,488;15705,563;-0,513;0,000;7181,838;473,800;1251,750
2019-02-01;13;24544,025;15529,950;-3,500;0,000;7266,475;498,438;1258,000
2019-02-01;14;24495,738;15413,638;109,188;0,000;7345,850;484,413;1259,738
2019-02-01;15;24095,050;14703,175;8,163;0,000;7553,438;578,300;1266,463
2019-02-01;16;23693,113;14560,775;-2,675;0,000;7666,500;417,975;1061,625
2019-02-01;17;24162,563;14866,288;56,150;0,000;8012,175;151,825;1137,650
2019-02-01;18;24894,975;15461,813;281,625;0,000;8333,463;28,850;1064,200
2019-02-01;19;24592,250;15107,788;270,700;0,000;8379,675;-78,238;1182,738
2019-02-01;20;24416,563;14737,875;276,988;0,000;8512,163;-77,263;1257,038
2019-02-01;21;23715,363;14252,738;228,713;0,000;8471,075;-248,450;1249,363
2019-02-01;22;22157,875;13317,275;-5,800;0,000;8459,725;-719,638;1115,725
2019-02-01;23;20676,838;12467,463;-9,438;0,000;8330,438;-586,100;477,225
2019-02-01;24;19493,238;12095,738;-8,438;0,000;8253,125;-750,075;-87,088
2019-02-02;1;18484,313;11820,425;-6,413;0,000;7977,088;-583,338;-719,900
2019-02-02;2;17808,088;11490,425;-8,225;0,000;7939,163;-861,488;-743,538
2019-02-02;3;17369,038;11107,213;-8,650;0,000;7845,938;-830,850;-735,700
2019-02-02;4;17180,900;10665,925;-8,863;0,000;7882,138;-631,038;-721,325
2019-02-02;5;17239,663;10605,488;-8,000;0,000;7854,625;-472,375;-732,188
2019-02-02;6;17410,613;10707,288;-7,163;0,000;7887,463;-429,175;-741,325
2019-02-02;7;18313,013;11339,313;-8,750;0,000;7796,438;-54,650;-756,338
2019-02-02;8;19051,763;11701,375;-5,500;0,000;7867,525;221,850;-733,300
2019-02-02;9;20125,325;12164,313;28,850;0,000;7747,238;280,388;-62,350
2019-02-02;10;20907,588;12449,250;114,088;0,000;7517,275;109,413;843,963
2019-02-02;11;21287,950;12621,863;43,913;0,000;7428,475;86,913;1163,363
2019-02-02;12;21505,400;12777,325;36,025;0,000;7356,675;214,538;1168,450
2019-02-02;13;21253,338;12230,975;-0,163;0,000;7238,338;528,900;1263,338
2019-02-02;14;21206,150;12238,900;-4,538;0,000;7156,625;559,563;1253,788
2019-02-02;15;20518,625;12014,413;-5,063;0,000;7002,325;518,250;993,613
2019-02-02;16;20295,038;11995,550;48,175;0,000;7171,763;392,888;743,838
2019-02-02;17;20641,688;11742,300;-9,063;0,000;7485,300;472,725;956,038
2019-02-02;18;21492,900;12147,613;61,163;0,000;7818,188;370,975;1163,450
2019-02-02;19;21368,038;12311,700;35,588;0,000;7971,750;-129,250;1229,125
2019-02-02;20;20955,500;12025,575;15,688;0,000;7956,138;-205,338;1197,300
2019-02-02;21;20320,988;11769,200;-5,800;0,000;7823,125;-334,038;1083,963
2019-02-02;22;19204,350;11484,838;-13,650;0,000;7696,063;-239,300;282,575
2019-02-02;23;18352,438;11263,775;-11,038;0,000;7827,288;-539,000;-179,475
2019-02-02;24;17152,100;10512,463;-12,688;0,000;7680,125;-551,338;-466,663
2019-02-03;1;16251,425;10094,425;-11,513;0,000;7417,225;-421,263;-818,163
2019-02-03;2;15617,500;9529,363;-11,513;0,000;7289,225;-356,063;-829,950
2019-02-03;3;15174,575;9164,975;-10,713;0,000;6993,750;-141,538;-825,025
2019-02-03;4;14985,675;9253,788;-12,738;0,000;6654,463;-60,725;-843,450
2019-02-03;5;15011,488;9576,213;-12,213;0,000;6366,025;-54,625;-856,300
2019-02-03;6;15233,063;9759,463;-12,563;0,000;6236,650;111,038;-857,675
2019-02-03;7;15640,475;10184,100;-11,213;0,000;6061,213;307,300;-893,538
2019-02-03;8;15883,100;10420,113;-10,713;0,000;6013,150;371,025;-905,463
2019-02-03;9;16692,125;11225,325;-10,088;0,000;5987,338;420,713;-926,313
2019-02-03;10;17765,450;11838,713;8,988;0,000;5962,463;499,275;-521,538
2019-02-03;11;18368,363;11920,738;27,013;0,000;5970,188;364,325;129,563
2019-02-03;12;18632,025;11913,625;27,213;0,000;5964,125;413,725;361,813
2019-02-03;13;18798,188;11841,013;-7,350;0,000;6027,213;493,550;454,388
2019-02-03;14;18904,413;11871,675;-8,388;0,000;6079,813;403,563;567,025
2019-02-03;15;18707,975;11957,650;-7,700;0,000;6087,088;524,563;150,625
2019-02-03;16;18305,650;11827,288;-10,125;0,000;6184,763;478,413;-171,375
2019-02-03;17;18752,650;11825,038;10,375;0,000;6366,025;538,125;30,813
2019-02-03;18;19584,575;11991,563;216,075;0,000;6573,463;280,838;746,213
2019-02-03;19;19878,775;12250,963;306,913;0,000;6921,325;-50,625;769,813
2019-02-03;20;19987,813;12283,650;325,588;0,000;7082,488;-244,775;880,463
2019-02-03;21;19618,600;11778,025;110,663;0,000;7045,425;35,175;770,400
2019-02-03;22;18822,963;11653,763;-10,600;0,000;7115,263;187,325;-115,563
2019-02-03;23;18166,350;11700,388;-10,338;17,500;7305,300;-35,338;-787,163
2019-02-03;24;17129,800;10513,125;-9,150;54,550;7478,825;-12,838;-822,138
2019-02-04;1;16357,988;9993,025;-90,188;76,513;7562,413;-350,438;-748,750
2019-02-04;2;15996,125;9777,063;-473,713;79,238;7768,400;-300,713;-769,438
2019-02-04;3;15813,375;9531,225;-562,250;78,650;7780,225;-152,538;-773,325
2019-02-04;4;15855,850;9827,213;-681,163;78,400;7704,413;-188,925;-790,925
2019-02-04;5;16366,875;10131,938;-678,763;78,350;7909,025;-137,275;-843,963
2019-02-04;6;17493,238;10981,500;-537,188;79,500;7955,888;-126,050;-782,550
2019-02-04;7;20449,263;12391,575;145,325;78,650;7888,825;159,175;61,650
2019-02-04;8;22484,150;14303,300;165,875;79,613;7897,888;161,725;128,075
2019-02-04;9;23678,375;14344,975;10,800;79,188;7809,113;511,350;1032,625
2019-02-04;10;24175,250;14863,813;31,063;78,650;7539,925;829,788;975,538
2019-02-04;11;24254,750;15197,763;33,388;77,475;7286,938;843,850;951,088
2019-02-04;12;24626,963;15839,763;86,463;78,850;7039,700;802,663;956,975
2019-02-04;13;24632,888;15916,750;61,413;79,250;6937,713;835,663;964,850
2019-02-04;14;24708,350;16177,588;108,738;78,150;6846,113;740,425;965,963
2019-02-04;15;24175,888;15669,938;-5,413;79,250;6819,588;744,750;960,513
2019-02-04;16;23872,488;15142,213;-3,113;78,575;6926,313;859,325;945,238
2019-02-04;17;24046,663;15231,038;57,613;78,888;7002,938;851,625;960,463
2019-02-04;18;24860,738;16088,238;226,988;78,113;7014,625;806,388;959,088
2019-02-04;19;24594,013;15730,088;42,800;78,575;7106,200;806,900;965,363
2019-02-04;20;24403,813;15451,038;18,138;80,725;7189,750;806,563;973,988
