Data;Godzina;Krajowe zapotrzebowanie na moc;Sumaryczna generacja JWCD;Generacja PI;Generacja IRZ;Sumaryczna generacja nJWCD;Krajowe saldo wymiany miêdzysystemowej równoleg³ej;Krajowe saldo wymiany miêdzysystemowej nierównoleg³ej
2019-07-01;1;15351,250;10091,888;-827,500;0,000;5820,975;72,500;198,988
2019-07-01;2;14731,738;9756,100;-719,400;0,000;5559,788;-29,713;169,225
2019-07-01;3;14573,575;9993,325;-950,988;0,000;5394,438;-11,325;150,088
2019-07-01;4;14503,738;10370,113;-973,200;0,000;5035,188;-70,325;147,325
2019-07-01;5;14413,338;10804,613;-1149,525;0,000;4588,775;31,188;139,675
2019-07-01;6;14991,263;11668,000;-1033,163;15,600;4204,313;-6,313;170,488
2019-07-01;7;17816,288;13299,975;-148,788;43,275;3834,825;385,163;447,925
2019-07-01;8;20135,813;15101,375;-7,013;74,750;3749,200;548,913;748,375
2019-07-01;9;21542,963;15787,088;-7,063;77,750;3833,225;972,375;957,350
2019-07-01;10;22256,550;16367,188;10,688;79,300;3967,738;975,438;966,313
2019-07-01;11;22471,425;16499,513;-4,638;78,313;4157,375;835,100;994,463
2019-07-01;12;22930,475;16702,738;-7,625;78,075;4369,600;800,400;1071,225
2019-07-01;13;23079,163;16860,000;19,250;77,875;4464,925;672,088;1108,225
2019-07-01;14;23000,263;16989,200;90,575;78,325;4449,775;403,963;1175,638
2019-07-01;15;22527,138;16633,600;144,675;78,375;4310,400;356,788;1236,850
2019-07-01;16;22353,325;16424,938;233,575;79,225;4336,900;321,388;1279,025
2019-07-01;17;22068,838;16394,563;323,738;79,413;4268,763;190,225;1213,650
2019-07-01;18;21596,275;16076,950;318,125;76,775;4220,850;93,113;1218,425
2019-07-01;19;21374,038;15833,063;102,838;78,125;4215,013;139,925;1199,475
2019-07-01;20;21261,075;15483,000;204,650;78,275;4115,463;466,013;1214,338
2019-07-01;21;21222,113;15469,738;313,025;76,513;4039,550;446,475;1279,113
2019-07-01;22;20799,213;14734,888;36,125;77,888;4174,213;646,750;1247,450
2019-07-01;23;19666,713;13059,050;-3,938;77,625;4522,100;828,375;1273,788
2019-07-01;24;18069,800;11573,363;217,425;76,688;4465,563;779,500;1270,775
2019-07-02;1;17065,288;11086,163;-14,838;76,988;4504,663;572,275;949,450
2019-07-02;2;16571,188;11381,375;-264,063;76,775;4668,588;281,100;512,988
2019-07-02;3;16154,025;11619,063;-424,388;80,600;4604,875;98,375;254,200
2019-07-02;4;16182,600;11931,013;-599,675;74,550;4683,525;8,438;164,200
2019-07-02;5;15732,288;11446,500;-681,913;78,763;4854,463;-63,263;175,950
2019-07-02;6;15923,975;11063,538;-554,438;74,813;4953,113;98,038;374,700
2019-07-02;7;18111,250;12629,200;-114,863;77,138;4705,525;240,775;646,313
2019-07-02;8;20087,925;14131,250;-2,613;73,988;4805,863;271,363;879,175
2019-07-02;9;21223,788;15187,588;-2,563;77,863;5152,038;17,150;867,450
2019-07-02;10;21500,025;14918,450;42,025;75,788;5534,463;19,150;1032,675
2019-07-02;11;21651,575;14774,238;46,063;74,300;5870,625;44,800;964,863
2019-07-02;12;21980,650;14806,150;44,325;74,613;6267,925;-37,413;951,338
2019-07-02;13;22064,500;15043,263;27,975;75,000;6519,775;-37,550;542,075
2019-07-02;14;21997,538;14857,425;0,825;78,538;6503,900;19,688;610,525
2019-07-02;15;21536,213;14314,450;-2,925;78,200;6577,338;161,113;474,088
2019-07-02;16;21389,638;13997,325;-10,338;74,700;6668,300;116,150;617,500
2019-07-02;17;21023,913;13908,013;-6,800;76,525;6591,288;-45,013;580,525
2019-07-02;18;20714,063;13691,850;17,863;73,663;6551,513;-114,813;593,550
2019-07-02;19;20435,225;13326,500;306,325;75,338;6313,325;195,425;606,475
2019-07-02;20;20464,463;12943,925;338,900;75,275;5986,338;407,813;1133,988
2019-07-02;21;20376,800;13147,000;321,063;74,813;5374,650;585,275;1275,750
2019-07-02;22;20159,700;12930,325;67,500;73,763;5129,550;833,138;1274,750
2019-07-02;23;19279,450;12011,588;-6,288;72,650;5075,663;935,713;1275,550
2019-07-02;24;17993,500;10833,000;-6,138;76,113;5099,438;844,800;1232,563
2019-07-03;1;16706,613;10972,588;-16,413;74,625;4986,275;520,013;250,125
2019-07-03;2;15981,625;10925,350;-16,800;72,625;4979,125;-51,363;149,475
2019-07-03;3;15665,588;10531,225;-33,925;75,788;5072,763;-57,075;151,313
2019-07-03;4;15583,913;10400,588;-155,938;74,875;5249,125;-54,825;151,438
2019-07-03;5;15194,563;10298,413;-408,950;73,325;5155,888;-2,425;153,425
2019-07-03;6;15577,150;10914,100;-536,650;75,463;5001,725;61,225;145,500
2019-07-03;7;17814,000;12437,563;-24,488;72,825;4782,825;216,863;436,025
2019-07-03;8;19609,238;13651,288;120,688;74,363;4712,163;486,413;766,600
2019-07-03;9;20479,275;13273,775;-2,688;73,663;5118,625;878,788;1214,688
2019-07-03;10;20906,250;13392,563;14,875;73,463;5343,125;915,913;1257,225
2019-07-03;11;20999,238;13509,650;43,938;75,538;5590,763;718,500;1184,713
2019-07-03;12;21286,588;13730,400;47,788;75,163;5563,200;754,763;1245,213
2019-07-03;13;21378,000;14000,625;56,988;76,050;5710,113;427,838;1256,175
2019-07-03;14;21328,050;13936,038;31,363;75,650;5832,638;308,563;1255,713
2019-07-03;15;20893,513;13475,413;1,013;74,875;5794,000;377,363;1255,100
2019-07-03;16;20828,238;13342,250;-3,050;75,838;5824,738;426,163;1245,313
2019-07-03;17;20554,125;12691,038;-2,638;75,825;5812,600;794,100;1256,338
2019-07-03;18;20251,650;12299,063;-2,813;76,313;5830,788;869,900;1259,625
2019-07-03;19;20032,413;12333,650;-6,100;75,600;5469,563;982,463;1259,375
2019-07-03;20;20267,438;13170,825;240,125;74,100;4832,375;1022,000;1256,900
2019-07-03;21;20260,138;13716,675;270,638;75,663;4355,750;938,325;1255,038
2019-07-03;22;20018,625;13582,250;105,613;74,125;4256,363;932,963;1255,500
2019-07-03;23;19105,700;12582,750;-6,613;75,075;4273,400;1008,088;1257,238
2019-07-03;24;17740,050;11271,600;-6,800;74,763;4381,225;850,000;1261,263
2019-07-04;1;16475,513;10552,038;-7,013;73,963;4312,925;671,463;964,200
2019-07-04;2;15912,913;10680,913;-10,300;74,188;4163,350;431,200;658,288
2019-07-04;3;15644,425;11055,713;-251,413;75,650;4210,188;248,375;386,838
2019-07-04;4;15541,263;10930,563;-342,600;75,913;4441,075;195,963;319,613
2019-07-04;5;15048,088;10600,400;-344,050;75,225;4613,538;-4,550;194,075
2019-07-04;6;15365,838;10257,013;-227,775;74,950;4656,775;187,388;508,013
